Company,Y,predict
A,-0.43952937910711937,0.13845457640606204
AA,-0.7717841689358289,0.1472334010676406
AACC,0.7738872865479451,0.144191156408608
AAME,0.02996503347511127,-0.1083797814060154
AAN,0.26048997981598954,0.04001184518233785
AAON,-0.0685199923793647,0.2106949518821076
AAP,0.17737945390172796,0.2107342166649092
AAPL,0.3682565535207976,0.06505843635898124
AAR,0.8735493794125536,0.0010080273310093101
AAT,0.11770828970939824,0.061889740835479316
AATI,0.12920455742456657,-0.07050303044825681
AAU,-0.2637140233107562,0.23165123169052054
AAWW,-0.18039951293947043,0.17589014396903926
AB,0.006619983374462742,0.01738477136458162
ABAX,0.19848833350521788,0.1373694324564443
ABB,0.14715844075713616,0.12726828884036995
ABC,0.0869361974357452,0.14759994924136183
ABCB,0.39135912618106794,0.11760687394612387
ABCD,0.05279640270407305,0.11166687292375795
ABCO,0.2533942446822948,0.24677101604234136
ABD,0.3503401242389458,0.18775935225746387
ABG,0.6296518533452687,0.1621271726269964
ABH,-0.04217880551146046,0.08125661792182173
ABIO,-2.1682500679699115,0.044984706693953956
ABM,-0.13963320199811577,0.2522955048752017
ABMD,-0.408658844925723,0.06719831742788653
ABR,0.22426208590187038,0.027792084599575276
ABT,0.2923367024677779,0.14176871267159927
ABTL,0.0032290341616862486,-0.4799802911015996
ABV,0.3483398601420292,0.04254191481176237
ABVA,-0.4433872350710535,-0.3672405533115232
ABVT,0.6448503765366562,0.17497425458583674
ABX,-0.9850275183024835,0.08912832463850466
ACAD,0.8742163178377964,-0.24092218659756245
ACAS,-0.19269905402659648,-0.10101815760730311
ACAT,1.0135194953223132,0.12032546276026185
ACC,0.5457574721889266,0.03680814453873498
ACCL,-0.22200417058068683,-0.04252373729040337
ACE,0.2358451518858741,0.17041975888179298
ACET,0.22687196358257908,0.21185472319790155
ACFC,3.9084870834599457,-0.3293623464411781
ACFN,0.7274633634198925,-0.2819956789249838
ACG,0.05555659089527574,0.09068784722481169
ACGL,0.052198102443449954,0.20549525347247288
ACH,-0.8626247291784144,0.027552210824418083
ACHN,0.7068042701346313,0.5587462993804698
ACI,-0.6532742743086177,0.16448242031211
ACIW,-0.21603537773190568,0.1523086302904767
ACM,-0.1873725614349654,0.15243198491323817
ACN,-0.48034800284815776,0.12563284993259327
ACNB,0.12883881591911772,-0.005821269106206466
ACO,-1.0823814619235974,0.2384542007328171
ACOM,-0.0001515767912948328,0.008060850602805062
ACOR,0.27470268172933066,0.14254558759708072
ACPW,0.19363597026091092,-0.2776436019657867
ACRX,-3.239551593090686,0.03810685559724608
ACTG,0.40389671093744867,-0.09533535488747706
ACTS,-0.22247754848052312,-0.03764000176334595
ACU,0.00711970220581855,0.1428055189541054
ACUR,-0.0711702376421272,-0.003257780517630806
ACW,1.1312768679967233,0.0771856659889233
ACXM,-0.12686219125745785,0.12551796156815453
ACY,-1.692335170478,-0.3499292651685859
ADAT,-0.950699832982482,-0.16732287353487033
ADBE,0.3541787834574129,0.05875904664054256
ADC,0.22828694539791808,0.0988044240799928
ADEP,0.49989712667050884,-0.5624598170655865
ADES,0.712743219400685,0.24218454377082557
ADGE,1.3000624818030069,-1.033838789771606
ADGF,0.8029704346119035,0.005643860511552294
ADI,0.19867584082809844,0.048792527749755364
ADK,0.38816566960851523,-0.22226135397362176
ADM,-0.2707501770580118,0.20998788245794314
ADP,0.39622990835019267,0.18803945109557962
ADPI,0.12311295516839735,0.1940837721872165
ADS,0.1274005066035133,0.03589365086540626
