Company,Y,predict
ARCI,-20.501548980229085,7.056601
ARCL,6.6934804259557055,-10.1363945
ARDNA,6.8592513669365225,2.3668976
ARE,0.8795404509419201,-16.669846
AREX,20.791641429487566,6.636247
ARG,9.95255403590651,0.85825443
ARGN,4.087187908948908,7.0063596
ARI,-2.354138621663334,-26.752144
ARIA,5.255456084705566,-759.594
ARII,7.271754610787273,5.0328007
ARKR,-3.01600912526046,-152.4531
ARLP,-5.4332148987802045,-1.7183608
ARMH,-0.2317473942137483,0.5751041
ARNA,10.93700061884299,1.6053392
ARO,10.08944616234698,2.4576595
AROW,1.703342358894573,-6.3599954
ARQL,-0.3933543079378383,4.3810906
ARR,-1.7939145320274792,-9.023616
ARRS,0.2505125411273578,3.8467
ARRY,-19.889683645360023,-10.928949
ARSD,28.176630609105892,6.962613
ART,-12.251749543165042,-26.300016
ARTC,1.4365356487157304,5.286207
ARTNA,-1.5433278108525308,4.3733974
ARTW,-5.0075382899883785,5.6399302
ARTX,-20.49235000377716,-8.640304
ARUN,-11.169304498440585,5.914254
ARW,3.2804346824942208,4.8337326
ARX,-10.237956049049226,7.1003475
ASA,-2.544746835144532,-5.2193484
ASBC,-4.084907852432562,-20.958548
ASCA,-3.1541386216633374,12.365103
ASCMA,5.167890176961209,4.0911274
ASEI,4.694078834968268,-28.731693
ASFI,1.7471882782160268,2.8687081
ASGN,1.1007558121178505,7.0063596
ASH,5.844351130224467,0.20836096
ASI,8.327679560154856,6.8279533
ASIA,8.286593643782897,-15.13234
ASMI,-1.7641681201884072,2.303059
ASML,-5.18742979292566,0.21233861
ASNA,-5.006754900733104,5.157362
ASP,-1.330882807709851,-32.317253
ASPS,12.705722751997664,4.506196
ASR,-0.828504419073305,-1.4780914
ASRV,6.053821577341633,-0.64976597
ASTC,22.85134083039145,-8.628493
ASTE,1.2632006907432451,5.5015416
ASTI,-16.639852907377634,-12.323149
ASTM,-17.92017635751239,-321.4724
ASUR,5.053268785744069,4.29122
ASX,-2.1319163994411165,8.77354
ASYS,-13.257222322103866,-8.726289
AT,-1.3655454657697919,-32.845566
ATAI,-5.747563860263549,3.4371328
ATAX,-0.9949153206924548,-26.235098
ATC,-6.057842325367041,-9.515037
ATE,-2.1746054080187984,-28.047068
ATEA,-17.90969417721889,4.3733974
ATEC,-0.39335430793784215,7.0063596
ATHN,8.605457337932624,4.1560273
ATHX,-17.85801459065558,-12.956519
ATI,7.641878901235902,-14.4319725
ATK,2.166595572762233,-16.79986
ATLO,-8.777856966320522,-20.179398
ATLS,0.9009087619378159,0.1207124
ATMI,2.4284700739888323,5.286207
ATML,-18.363157787390502,3.4393556
ATNI,12.645861378336669,-18.201757
ATNY,-15.463894719224315,5.31507
ATPG,-35.46040565163607,-13.618426
ATR,6.683073427952722,-0.7797474
ATRC,-4.425144538823088,7.0063596
ATRI,6.430146033636882,0.8251537
ATRM,-10.358296625821344,-10.981476
ATRO,15.957695365997909,5.530047
ATSC,-2.0336258011505057,4.29122
ATSG,-8.965708869597226,-11.893833
ATU,4.1031039612337,-27.627184
ATV,-8.183735034219383,1.3040729
ATVI,-9.03690834791132,-15.528838
ATW,-3.6468215484926048,5.463889
ATX,-6.555051863672475,7.0063596
AU,3.1712992432240688,-2.7145689
AUBN,-1.328497596022312,-6.507605
AUDC,7.93157566405095,-10.124584
AUMN,-8.45878978445403,-399.50308
AUO,6.98196096339891,-9.263736
AUTH,-16.169928095347544,4.5273347
AUXL,10.89887342652944,-14.302796
AUY,8.697554782971235,-5.211752
AV,-6.63985290737762,-149.82845
AVA,-1.5141386216633306,-3.6290488
AVAV,-5.467871823892108,2.6148155
AVB,-2.8186960906261005,4.7023973
AVCA,2.5198109581685992,5.6399302
AVD,2.818275171440116,2.7602873
AVEO,6.994973804372159,5.1922207
AVGO,-12.648256268722152,-0.7210517
AVID,21.263951830597968,-10.1363945
AVII,-28.40893314221129,-13.0208435
AVK,-6.924031094781611,-34.01042
AVL,3.6338853304324665,5.164855
AVNR,-16.175276833045444,1.8124852
AVNW,-13.717774985299695,-10.1363945
AVP,-6.236491562839806,-3.5441706
AVT,-1.0114061611061047,4.7026324
AVTR,-54.711040978565684,-9.772894
AVX,-2.5859778797777166,-18.995089
AVY,-0.02678265065990254,-13.174281
AWC,-3.879562350476892,-4.0400696
AWF,-2.7001593829090136,-19.783998
AWH,2.638297081816241,-2.588419
AWI,0.2661687605488079,-8.296226
AWK,1.733405633244936,-2.8919475
AWR,0.6503965257289624,2.7602873
AXAS,-0.4150804499181861,4.90486
AXE,5.445893946322335,-1.3438361
AXK,-113.7016563521598,5.464615
AXL,-5.2047657596336885,1.0741514
AXN,-47.87924170194468,-10.124584
AXP,-4.33165735605135,-0.057698302
AXR,-19.964201514745103,-8.750987
AXS,0.7777123022326887,-12.612251
AXTI,-9.514043156269533,-10.001759
AXU,-8.853400069226117,5.278548
AYI,9.566259388286918,-24.054344
AYN,-1.5593409338020665,-33.0611
AYR,-3.731074938358688,-1.4136838
AZC,-15.666832120115352,7.6887302
AZK,0.5966810504678091,-13.704124
AZN,-4.681237360245327,-16.957893
AZO,-1.5288752073262917,-51.832096
AZPN,4.7607073167120335,6.636247
AZZ,-2.8736191411438514,3.8695297
B,6.959390081668662,5.8430963
BAA,-9.570633467024164,6.1469865
BABY,-0.08412667423203755,5.370627
BAC,-20.001197445192748,-128.76544
BAGL,-7.5140223425935755,5.7776647
BAH,-11.87453948064687,5.959299
BAK,-9.179436054349607,-37.488647
BALT,-7.996161967966835,-43.685547
BAM,-3.0751191551889394,1.0342518
BAMM,1.1546333081612112,-35.36438
BANF,-0.7920594404082697,-20.683456
BANR,-7.236709697065059,-10.507332
BAP,-0.034123891411069064,-13.93229
BARI,-1.10587232485335,-3.946015
BAS,6.191508936723075,3.7812684
BASI,5.753969486444768,6.962613
BAX,-5.954603197737678,-2.8896334
BBBY,-4.023284217432637,2.710881
BBD,-10.232926500451217,-11.809319
BBEP,2.83505056752586,-35.908237
BBF,-1.36403961176234,-30.75429
BBK,-0.401013621663341,-58.513786
BBL,-1.2043410508131305,-14.089366
BBNK,-3.414890791383693,-0.9320423
BBOX,4.550873646124968,-24.805485
BBRG,-14.251991204367922,7.4403462
BBSI,16.44167289666128,5.3784404
BBT,0.6238501569296794,-17.649733
BBVA,-4.963865786550648,0.818474
BBW,16.29417176632165,-8.547875
BBX,-43.997198111748325,-1.0128502
BC,7.420297468562231,10.234558
BCA,-2.7462954844084413,-26.611221
BCAR,3.8958613783366602,-2.2295082
BCBP,-0.8551386216633282,-6.348185
BCDS,-21.414190840984467,5.892048
BCE,-0.4659018265625561,-3.768908
BCH,0.4676435565544892,-14.386021
BCO,-9.015389637097943,4.975203
BCOM,-27.04926057288285,3.691405
BCPC,12.633813185565579,1.0020632
BCR,1.3733530631629076,-4.078601
BCRX,-4.7846941772189,-13.479985
BCS,0.22096867447401086,-17.955292
BCSI,11.923639156114445,-11.739305
BCV,-3.194474756117109,-8.282208
BDC,2.942471547828192,4.7598624
BDCO,18.64586137833666,5.8437653
BDE,-11.026937570414963,1.7629701
BDF,0.3571851422919985,-34.708828
BDL,1.2708613783366665,2.4346285
BDMS,-10.804842847015461,4.27941
BDN,-2.928191434522105,-49.453667
BDR,-10.180225578185082,-10.310921
BDSI,11.107399839875123,16.58853
BDX,-5.512176030175123,-3.1167843
BEAT,-16.578276552697822,-11.7248335
BEAV,3.6535635606216563,3.6840322
BEBE,4.0317309435540665,10.534972
BECN,7.374484010185117,6.859241
BEE,-7.3342183029382335,5.754834
BELFB,1.5845922317283636,-23.68296
BEN,-1.5408079333078557,-0.77543527
BEST,-16.389226340961592,-8.640304
BEXP,-2.134539390260649,5.697771
BF-B,6.429221859479386,-1.0473292
BFED,-2.7191021253129737,-3.6081834
BFIN,-33.492928657250516,-2.822241
BFK,-1.8450477125724232,-141.78459
BFLY,-32.354138621663324,7.056601
BFO,-1.0832356116298925,0.23189516
BFR,-15.462752853873074,-25.627806
BFS,-0.8645940785524888,-10.042406
BFY,-0.7201516935587589,-58.513786
BFZ,1.0868726142917235,-30.760126
BG,0.02986137833666906,0.91711736
BGC,13.457182133053653,0.76482445
BGCP,-4.7275563431823135,-12.364771
BGFV,17.053756115178768,-15.368092
BGG,3.684348438721537,-5.1853776
BGMD,9.930344136957343,3.2141688
BGR,-2.354138621663334,-3.5867386
BGS,3.9550096433209023,5.624035
BGY,-1.7081437896219926,-21.16206
BH,0.9382818308990516,6.164846
BHB,-0.6200345754205562,-3.7188663
BHD,-2.277568943255985,-141.9807
BHE,1.773305259582142,4.638851
BHI,-0.3947905169206123,0.6652334
BHK,-1.975063564802084,3.643193
BHLB,2.414937683557564,1.8566968
BHP,-2.9261753384386338,1.3017887
BHY,-3.566259833784548,-138.92024
BID,-11.141149127871554,1.2267905
BIDU,-5.453611863895566,0.32113034
BIDZ,-7.482343749868453,-8.534505
BIE,-1.2767569082159151,-30.75429
BIF,-0.7453325251349576,-23.061571
BIG,4.875978556097818,4.5197864
BIIB,-1.4928946025245702,-0.25423422
BIN,0.14345984135299414,-0.95072395
BIO,-3.2979350161490184,4.3952217
BIOC,-5.131916399441113,6.950803
BIOD,-26.596562864087574,2.9306304
BIOF,14.626993453808367,-10.042406
BIOS,-3.4942037682431435,6.017123
BIP,0.14098808398967586,-5.2885995
BIRT,5.979194711669997,4.4289536
BITA,-21.168044552133683,2.433627
BITS,-9.693588162947727,-11.97044
BJRI,-12.254305011014429,4.5883737
BJZ,-3.091239358764055,1.1700288
BKBK,-6.528051665141598,-21.959942
BKCC,4.197585516267686,-24.87228
BKD,-0.29626080815850914,-0.38587984
BKE,-11.012797280321996,10.694392
BKEP,4.355126554055516,7.056601
BKH,-0.9190241178465436,0.3844721
BKI,2.4231370400539043,5.8430963
BKK,-2.8037211521707217,0.729148
BKN,-1.0082436014749134,-58.175957
BKR,-2.5556499566759245,-11.5571
BKS,29.813292570997227,-29.49172
BKT,-3.1726925097942966,-0.092955135
BKU,0.5965298891711542,-8.605395
BLC,-6.114822382347107,-20.74488
BLD,-120.46113450643699,6.02635
BLDP,-8.42232043984514,-10.889128
BLDR,1.5168291202721536,-10.932576
BLE,1.1152491334387054,-58.181793
BLH,-3.616916733509401,0.66371614
BLIN,-4.971785680486851,-11.299885
BLJ,-0.3325752793452701,-35.175743
BLK,10.456835570385023,1.4860104
BLKB,8.62852033787424,5.9370847
BLL,1.376992110321862,-3.1114786
BLT,0.06258247565868423,4.5883737
BLTI,-27.096406662900435,6.3429
BLW,-2.167571457484245,-141.82712
BLX,-3.8822559810765376,-3.9744675
BMA,-2.8579169591948097,-31.374958
BMC,1.3474878505744483,-0.69256043
BME,-4.7398245063551885,-9.1958275
BMI,-3.2875148688471096,-25.31105
BMO,1.2946252317041007,-4.130696
BMR,1.0147552581794397,-11.765957
BMRC,7.721701031641103,-1.2149771
BMRN,2.8162830998849016,5.0374413
BMS,3.8174449659934884,-1.7471341
BMTC,5.479464835927172,-3.6751199
BMTI,0.5121034165532359,-10.802466
BMY,1.9551523318818984,-3.9346724
BNA,-1.176513498994058,3.643193
BNCL,8.858676023645595,-2.6069024
BNCN,-7.267817240521238,-14.432243
BNHN,8.985059814309295,7.056601
BNHNA,5.835952379347793,6.4357424
BNJ,-2.621697150091434,-33.0611
BNS,-2.036489227182499,-3.1552875
BNVI,-88.59551793200819,-106.57313
BNX,-143.3179940433501,-10.1363945
BNY,-1.0866269472137042,-33.0611
BOBE,2.215753851454939,5.216124
BOCH,-4.468942247040973,-19.964058
BODY,3.0714928095808203,7.1003475
BOE,-7.415599214577284,-22.159397
BOFI,7.098597696744612,1.8292745
BOH,2.5342280058337248,-10.225669
BOKF,6.4881585524478815,-3.7206864
BOLT,10.63287436534965,5.298375
BONA,-7.318677628755532,6.070096
BONE,-38.19484658626511,-13.062316
BONT,-92.84843519961012,-9.638326
BOOM,0.26758422477860744,5.6836762
BOOT,-6.165979659781749,12.525577
BORN,-29.712629187701047,-10.91324
BOX,11.096153775997486,-3.9349318
BPAX,-6.937471954996663,-756.8539
BPHX,-16.86348780270408,-9.478466
BPI,-6.854138621663327,5.801629
BPK,-3.1521742263287877,0.8976268
BPL,-7.260094734516015,-29.860342
BPO,-11.179664758798435,2.3158975
BPOP,-17.790380232401592,-4.6161156
BPP,-4.295886194478861,2.9162683
BPS,2.935001011622985,-32.72327
BPT,2.342709311187805,-30.76919
BPZ,11.125485202788084,-11.560891
BQH,-0.968914347256996,-32.87422
BQI,-52.63346823060186,2.556794
BQY,-1.368107397341237,-3.801715
BR,4.336158232567953,-2.8424232
BRC,-0.45033100643287227,5.505262
BRCD,20.13656769803927,-2.356563
BRCM,-16.046674459527896,-1.9855695
BRD,-0.1153326515140784,-11.232321
BRE,-1.4910066857817177,11.096213
BRFS,-3.842972368561601,-1.4644705
BRK-A,1.7395322644126152,-62.760166
BRKL,-0.2397107609668284,-3.5654376
BRKR,-11.539442136040337,6.795667
BRKS,-6.337367133193742,11.064506
BRLI,-44.28962249263108,-12.965124
BRN,-4.626593711483702,6.962613
BRO,-5.326334211308594,-20.966217
BRP,2.257192076623881,3.5428584
BRS,-6.869987514411919,4.0848713
BRT,-2.6759407133769377,1.5263326
BRY,17.062452080250985,3.0965009
BSBR,-14.271237067259195,-16.797855
BSD,0.3105541984698965,-58.175957
BSDM,-22.354138621663342,-13.566441
BSET,2.0483771016071133,5.461516
BSFT,-1.8410257368286715,4.8221064
BSI,-23.964308113188768,-37.50984
BSP,-1.5984711153660984,-34.42642
BSPM,-22.338754006278723,-8.98801
BSQR,-12.722802216133385,7.112158
BSRR,-2.9476104317523597,-17.44836
BSTC,-9.335521600386743,-7.5573535
BSX,3.0695901918959927,4.930976
BT,1.24586137833666,-0.5798734
BTA,1.3915059776397996,-30.41646
BTC,-20.449376716901426,-0.64976597
BTE,-4.617111700087063,5.762904
BTF,0.4822729878353447,-8.647757
BTFG,10.940659066197936,-1.3261504
BTH,11.668954663052544,3.8695297
BTI,-0.3144177413627377,5.5175753
BTM,-13.577483178341224,1.9731184
BTN,0.8373507400387851,-10.030596
BTU,-4.954189603055134,-16.186558
BTUI,-33.58337450206202,-7.7738347
BTX,-1.6829976820660328,2.760331
BTZ,-1.8566261838523848,-30.43812
BUD,6.529194711669997,-16.766153
BUSE,7.72190700571308,-3.5156999
BVN,-8.382235684243152,-5.140758
BVX,-32.830329097853806,2.6554887
BWA,-14.383871631372061,5.0722504
BWC,2.187307586449546,5.939591
BWEN,43.100406832882136,-11.560891
BWINA,-5.870622138146852,9.320278
BWINB,-3.626865894390612,-12.595634
BWN,-18.48317087972785,3.8290045
BWOW,-81.20029246781719,-13.73224
BWOWU,-73.73223049445483,4.9478865
BWOWW,-152.35413862166334,3.451794
BWP,-9.942736464498461,-28.013872
BX,-2.8639711052758634,5.438818
BXC,-12.628111224403069,-9.982118
BXG,13.6763957294817,-9.989708
BXP,-4.241326711409624,6.7938643
BXS,2.849943010989743,-15.534419
BYD,3.6160106320680154,5.9442587
BYFC,-22.9020838271428,1.0052811
BYI,5.001103944846839,-12.39464
BZC,-3.4664856739436414,4.29122
BZH,2.7621404481041023,-11.163489
BZM,4.528214319513137,-33.0611
C,-8.504065841459555,-141.3285
CA,-1.2692329612859736,0.6812625
CAAS,-32.562471954996674,-9.9769745
CAB,-6.342259113814379,6.002849
CAC,2.301731823680792,-17.0736
CACB,-28.144892879570865,1.332022
CACC,14.997403873154376,-0.62166667
CACH,10.018742734268878,6.962613
CACI,3.3925800729092126,2.0100732
CADC,0.6245847825919971,-9.965164
CADX,-32.650266184305714,-13.525212
CAE,-4.668021921462132,1.8835908
CAG,-1.9186675211090864,-14.141447
CAH,-3.9556459226524994,-3.5393221
CAJ,-2.0430966309945924,2.75864
CAK,-0.3541386216633323,-11.323041
CAKE,-0.5910920772345611,5.1556587
CALI,-12.167222733812865,-10.382366
CALL,4.286486378336677,-11.162557
CALM,1.4556664580767695,0.7867216
CALX,-1.2454911715524732,-10.042406
CAM,10.351918055499102,4.4754825
CAMP,10.478791160418984,7.0063596
CAMT,-14.396023438417272,-11.06085
CAP,2.730607141048526,-9.882986
CAR,-14.896511503019257,4.286294
CART,-2.354138621663334,-1.3157983
CARV,97.64586137833666,-2.8029149
CAS,4.92527314304255,-8.641864
CASC,4.954526053124073,4.0848713
CASM,-15.220955777419555,-11.063654
CASS,-0.6749859479356187,2.1856847
CAST,18.81521621704634,-10.575648
CASY,6.244587492986354,1.9863821
CAT,4.031231218957835,-0.39268064
CATM,11.0380615255037,7.0737004
CATO,-1.5335055618743507,2.5164418
CATY,2.0438426328427903,-1.2624356
CAVM,-5.325952347153526,5.820265
CAW,3.8958613783366713,2.6554887
CB,1.115612268016387,-3.037089
CBAK,-32.11604338356811,-10.042406
CBAN,-15.68747195499666,-1.3143401
CBB,-7.1160433835680985,4.5217185
CBD,-5.2808344641141005,-1.983003
