,WeekLow,RecentPrice,WeekHigh,Beta,DailyVolume3,DailyVolume10,WeekChange,WeekChangeWSP,MarketCapitalization,SharesOutstanding,FL,AnnualDividend,DividendYield,BookValue,Earningsttm,Earnings,Salesttm,Sales,Cash,PriceBook,PriceEarnings,PriceSales,EBITDA,Income,ProfitMargin,OperatingMargin,ReturnAssets,CurrentRatio,DebtEquity,TotalCash,SharesShortPD,SharesShort,PercentofFloat,ShortRatio,LastSplit,SharesADR,TermDebtEquityLong,ReturnEquity,DailyVolume,Company
2647,8.917,15.21,22.133000000000003,1.42,11390000.0,11100000.0,811.0,372.0,43370000.0,2850000.0,1830000.0,0.0,0.0,6.94,1.0,0.19,30.01,87250000.0,0.0,2.19,1516.0,51.0,4910000.0,2910000.0,33.0,56.0,917.0,1.67,7.0,0.0,1430000.0,1220000.0,78.0,16.63,0.0,0.0,0.0,1580.0,8600000.0,MNC
2648,42.51,51.85,64.0,0.38,76760000.0,1430000.0,433.0,86.0,25900000000.0,4990000.0,2200000.0,53.0,102.0,16.26,7.31,1.53,42.17,21400000000.0,1.23,3.19,710.0,123.0,71510000.0,37070000.0,173.0,257.0,2458.0,0.69,34.0,6150000.0,89000000.0,47300000.0,40.0,0.78,0.0,0.0,0.0,5898.0,1140000.0,MND
2649,33.75,42.41,44.7,0.48,2390000.0,3700000.0,571.0,190.0,19300000000.0,4550000.0,1030000.0,40.0,94.0,21.47,1.57,0.27,24.85,11300000000.0,0.13,1.98,2703.0,171.0,31590000.0,7120000.0,63.0,182.0,331.0,0.85,71.0,5800000.0,14800000.0,15500000.0,14.0,7.4,0.0,0.0,0.0,749.0,2000000.0,MNI
2650,4.75,6.07,6.51,0.29,1530000.0,1300000.0,577.0,195.0,6070000.0,1000000.0,9200000.0,58.0,955.0,4.92,0.43,0.11,1.31,1200000.0,0.02,1.23,1405.0,463.0,1010000.0,3940000.0,330.0,330.0,400.0,0.0,145.0,15600000.0,1000000.0,1400000.0,1.0,1.0,0.0,0.0,0.0,905.0,1000000.0,MNRTA
2651,6.5,14.5,22.95,0.81,24240000.0,16400000.0,1060.0,561.0,35680000.0,2460000.0,1720000.0,0.0,0.0,3.4,0.79,0.18,12.2,18860000.0,2.22,4.27,1845.0,119.0,3590000.0,1230000.0,65.0,132.0,590.0,1.25,136.0,3370000.0,27700000.0,1140000.0,16.0,1.25,0.0,0.0,0.0,3219.0,22100000.0,MNS
2652,4.0,10.46,14.13,1.16,31790000.0,16200000.0,1124.0,609.0,26470000.0,2530000.0,1670000.0,0.0,0.0,2.31,0.65,0.2,7.55,19530000.0,0.37,4.53,1607.0,139.0,3650000.0,1690000.0,87.0,147.0,1492.0,2.12,118.0,9380000.0,2070000.0,1890000.0,124.0,11.74,0.0,0.0,0.0,3628.0,17600000.0,MNTG
2653,14.484000000000002,24.38,32.79,0.84,19580000.0,34100000.0,928.0,461.0,58610000.0,2400000.0,1510000.0,12.0,49.0,8.72,1.4,0.42,11.69,28250000.0,2.98,2.79,1745.0,209.0,4500000.0,3380000.0,120.0,159.0,1349.0,2.98,1.0,7150000.0,41700000.0,26500000.0,28.0,3.34,0.0,0.0,0.0,1780.0,12500000.0,MNTR
2654,30.02,32.2,51.375,0.41,14910000.0,14400000.0,40.0,-212.0,15700000000.0,4890000.0,4500000.0,45.0,140.0,44.4,0.0,0.44,0.0,0.0,15.46,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,76070000.0,1320000.0,1300000.0,29.0,8.1,0.0,0.0,0.0,0.0,16300000.0,MNY
2655,30.063000000000002,50.64,53.88,0.25,5780000.0,6750000.0,1173.0,647.0,110600000000.0,21800000000.0,20100000000.0,232.0,458.0,8.92,3.76,1.03,38.05,85000000000.0,0.18,5.68,1347.0,133.0,15800000000.0,84000000000.0,99.0,176.0,1177.0,0.71,105.0,39500000.0,1470000.0,1550000.0,7.0,2.76,0.0,0.0,0.0,5295.0,5330000.0,MO
2656,1.125,3.83,5.25,2.97,4330000.0,7600000.0,189.0,-99.0,6940000.0,1810000.0,8000000.0,0.0,0.0,2.11,-0.11,0.04,4.07,7420000.0,1.9,1.81,0.0,94.0,-60500000.0,-1990000.0,-27.0,-64.0,-259.0,1.66,0.0,3460000.0,2000.0,4000.0,0.0,0.1,0.0,0.0,0.0,-507.0,2000000.0,MOBI
2657,5.5,7.75,9.4,0.14,7318.0,5000.0,636.0,240.0,4230000.0,5460000.0,4500000.0,24.0,310.0,2.62,0.59,0.16,3.07,1770000.0,0.85,2.95,1322.0,253.0,4490000.0,3380000.0,191.0,253.0,1932.0,5.03,0.0,4650000.0,1000.0,0.0,0.0,0.11,0.0,0.0,0.0,2254.0,9000.0,MOCO
2658,19.0,23.98,32.0,0.81,7330000.0,6000000.0,101.0,-166.0,79210000.0,3300000.0,1980000.0,100.0,417.0,15.51,1.31,0.31,34.66,10600000000.0,0.92,1.55,1830.0,69.0,4980000.0,3990000.0,38.0,47.0,438.0,2.23,34.0,3030000.0,10200000.0,7200000.0,5.0,1.16,0.0,0.0,0.0,796.0,8800000.0,MODI
2659,6.063,7.745,12.5,0.28,3570000.0,3900000.0,35.0,-216.0,10420000.0,1350000.0,1060000.0,0.0,0.0,9.48,0.78,0.26,15.84,22960000.0,0.06,0.82,989.0,49.0,2960000.0,1120000.0,49.0,113.0,568.0,1.33,36.0,85100000.0,4000000.0,3900000.0,4.0,0.67,0.0,0.0,0.0,921.0,6000000.0,MODT
2660,7.5,14.45,30.938000000000002,0.97,12080000.0,15400000.0,-189.0,-385.0,30350000.0,2100000.0,1890000.0,0.0,0.0,1.97,-1.62,-0.81,1.79,3130000.0,1.76,7.35,0.0,807.0,-3030000.0,-2900000.0,-925.0,-989.0,-5347.0,3.84,0.0,3670000.0,45300000.0,34800000.0,24.0,2.56,0.0,0.0,0.0,-8806.0,17700000.0,MOGN
2661,25.76,29.72,55.75,1.42,52110000.0,92500000.0,-280.0,-454.0,58100000000.0,19540000.0,13120000.0,10.0,34.0,9.04,1.03,0.06,11.97,23700000000.0,1.06,3.29,2880.0,248.0,50640000.0,20390000.0,86.0,118.0,906.0,2.38,2.0,20780000.0,6910000.0,7220000.0,53.0,16.3,0.0,0.0,0.0,1166.0,42400000.0,MOLX
2663,4.968999999999999,33.64,38.8,0.0,22510000.0,23700000.0,1.0,-65.0,86800000000.0,25810000.0,3360000.0,48.0,143.0,29.06,1.24,1.48,21.03,54800000000.0,0.91,1.16,2706.0,160.0,80600000.0,33000000.0,60.0,124.0,273.0,1.79,32.0,23600000.0,57500000.0,54800000.0,17.0,3.83,0.0,0.0,0.0,490.0,15000000.0,MON
2664,29.65,30.81,54.688,0.98,9670000.0,21300000.0,61.0,-196.0,49410000.0,1600000.0,9100000.0,0.0,0.0,25.1,2.65,0.63,30.99,50580000.0,0.45,1.23,1162.0,99.0,10560000.0,4330000.0,86.0,166.0,518.0,5.14,91.0,7190000.0,80600000.0,76000000.0,89.0,17.15,0.0,0.0,0.0,1150.0,4700000.0,MOND
2665,3.75,5.21,36.063,0.0,64300000.0,1590000.0,-779.0,-832.0,23730000.0,4560000.0,4330000.0,0.0,0.0,3.75,0.17,0.06,2.82,14210000.0,3.46,1.39,3139.0,185.0,5010000.0,8350000.0,59.0,6.0,410.0,4.19,0.0,15630000.0,1050000.0,98100000.0,24.0,2.7,0.0,0.0,0.0,523.0,38900000.0,MONE
2666,0.4,0.54,29.125,0.0,2020000.0,2270000.0,-938.0,-942.0,75200000.0,13900000000.0,13800000000.0,0.0,0.0,4.89,-0.29,-0.13,7.43,10200000000.0,0.54,0.11,0.0,7.0,14600000000.0,-39960000.0,-38.0,16.0,-226.0,1.25,0.0,75200000.0,2940000.0,2840000.0,2.0,1.88,0.0,2.0,0.0,-591.0,1570000.0,MONI
2667,10.5,17.39,27.75,1.36,1090000.0,1140000.0,-150.0,-356.0,38300000000.0,22000000000.0,21400000000.0,16.0,92.0,7.37,-0.29,-0.34,15.65,34800000000.0,2.15,2.36,0.0,111.0,25100000000.0,-62600000.0,-18.0,-8.0,-149.0,1.51,66.0,47500000000.0,6700000.0,7210000.0,31.0,6.33,0.0,0.0,0.0,-334.0,1060000.0,MOT
2668,1.959,22.82,26.24,0.39,39490000.0,39100000.0,11680.0,8608.0,39700000.0,1740000.0,5700000.0,0.0,0.0,8.14,0.51,0.06,19.51,33470000.0,0.45,2.8,4448.0,117.0,2740000.0,8770000.0,26.0,54.0,408.0,0.77,29.0,7620000.0,1190000.0,1020000.0,208.0,1.82,0.0,0.0,0.0,671.0,65200000.0,MOVI
2669,1.0,1.15,3.125,0.22,3591.0,5000.0,-344.0,-503.0,5800000.0,5040000.0,1700000.0,0.0,0.0,1.52,-0.03,-0.01,2.48,1250000.0,0.36,0.76,0.0,47.0,21400000.0,-14100000.0,-11.0,-4.0,-95.0,3.15,61.0,1810000.0,1000.0,1000.0,1.0,0.33,0.0,0.0,0.0,-204.0,3000.0,MOYC
2670,0.7190000000000001,0.88,1.65,1.19,1940000.0,1600000.0,32.0,-218.0,2170000.0,2460000.0,2360000.0,0.0,0.0,0.69,0.04,0.01,0.6,1490000.0,0.55,1.27,2046.0,148.0,6950000.0,1070000.0,161.0,233.0,605.0,5.23,0.0,1360000.0,1000.0,1000.0,0.0,0.06,0.0,0.0,0.0,596.0,1800000.0,MPET
2671,13.5,14.5,25.5,0.38,7850000.0,7900000.0,-203.0,-396.0,22020000.0,1520000.0,1000000.0,0.0,0.0,8.52,0.71,0.25,4.37,6850000.0,8.94,1.7,2048.0,331.0,1070000.0,1100000.0,161.0,134.0,719.0,4.94,0.0,13570000.0,41600000.0,36800000.0,42.0,6.5,0.0,0.0,0.0,848.0,6400000.0,MPH
2672,0.5,0.7,3.5,0.0,26370000.0,26500000.0,-716.0,-785.0,2550000.0,3640000.0,1750000.0,0.0,0.0,2.14,-0.88,-0.24,1.21,4310000.0,0.56,0.33,0.0,58.0,-1470000.0,-3130000.0,-727.0,-810.0,-3072.0,3.26,1.0,2030000.0,35300000.0,32400000.0,20.0,0.88,0.0,0.0,0.0,-3599.0,40200000.0,MPLX
2673,3.375,4.5,7.0,1.36,21380000.0,31300000.0,250.0,-53.0,43980000.0,9770000.0,6740000.0,0.0,0.0,13.34,1.07,0.04,18.08,17600000000.0,0.17,0.34,419.0,25.0,10770000.0,10430000.0,59.0,28.0,631.0,3.57,14.0,1690000.0,1530000.0,1540000.0,23.0,8.25,0.0,0.0,0.0,813.0,18500000.0,MPS
2674,0.375,1.05,3.0,1.01,8182.0,2000000.0,-384.0,-533.0,1150000.0,1090000.0,2300000.0,0.0,0.0,3.41,-0.56,0.1,9.02,9870000.0,0.01,0.31,0.0,12.0,5330000.0,-6090000.0,-64.0,-27.0,-496.0,1.48,85.0,12900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1293.0,7000.0,MPWG
2675,0.12,0.16,9.937999999999999,4.05,34850000.0,57400000.0,-970.0,-977.0,9540000.0,5960000.0,2330000.0,0.0,0.0,0.28,-9.74,-4.87,3.24,18670000.0,5.14,0.56,0.0,5.0,-43600000.0,-56770000.0,0.0,0.0,-4846.0,2.92,2570.0,30660000.0,3690000.0,4470000.0,158.0,17.64,0.0,0.0,0.0,-19293.0,20900000.0,MPWR
2676,1.15,1.28,8.312999999999999,1.25,9110000.0,11600000.0,-716.0,-784.0,3080000.0,2410000.0,1520000.0,0.0,0.0,2.52,-0.8,-0.16,1.9,4460000.0,2.34,0.51,0.0,68.0,-2040000.0,-1880000.0,-422.0,-509.0,-2178.0,4.09,0.0,5620000.0,10400000.0,11200000.0,7.0,1.86,0.0,0.0,0.0,-2817.0,5600000.0,MRBA
2677,31.563000000000002,36.4,45.125,0.83,26500000.0,24900000.0,377.0,44.0,25400000000.0,6970000.0,6900000.0,112.0,308.0,17.38,2.55,0.62,9.51,67830000.0,4.14,2.1,1425.0,383.0,0.0,18210000.0,268.0,0.0,206.0,0.0,0.0,29470000.0,1190000.0,2050000.0,17.0,4.98,0.0,0.0,0.07,1588.0,23900000.0,MRBK
2678,24.4,42.81,58.95,2.13,44430000.0,59900000.0,907.0,445.0,93710000.0,2190000.0,2040000.0,0.0,0.0,6.78,1.33,0.37,7.81,18050000.0,3.09,6.32,3226.0,548.0,4610000.0,3070000.0,170.0,219.0,1884.0,5.53,10.0,6740000.0,19500000.0,19800000.0,10.0,1.15,0.0,0.0,0.0,2424.0,17000000.0,MRCY
2679,12.24,12.32,22.375,1.03,6590000.0,6400000.0,-212.0,-403.0,39610000.0,3220000.0,1930000.0,8.0,65.0,7.31,0.89,0.24,24.47,79280000.0,0.48,1.69,1381.0,50.0,9930000.0,2890000.0,36.0,103.0,333.0,2.03,197.0,1550000.0,78600000.0,69400000.0,41.0,10.48,0.0,0.0,0.0,1246.0,7500000.0,MRD
2680,7.6,9.2,28.0,0.8,1820000.0,3300000.0,-404.0,-548.0,3840000.0,4180000.0,90000000.0,0.0,0.0,0.08,1.37,-0.37,57.02,24950000.0,0.4,119.69,673.0,16.0,2840000.0,6110000.0,24.0,35.0,513.0,0.66,29719.0,1690000.0,4100000.0,2700000.0,46.0,2.41,0.0,0.0,0.0,0.0,1700000.0,MRG
2681,60.35,68.6,96.68799999999999,0.52,5600000.0,6550000.0,202.0,-89.0,157100000000.0,22900000000.0,22700000000.0,140.0,204.0,6.46,3.02,0.78,19.32,45300000000.0,1.73,10.62,2272.0,355.0,11500000000.0,70700000000.0,156.0,223.0,1792.0,1.12,64.0,39600000000.0,1570000.0,2050000.0,7.0,3.27,0.0,0.0,0.0,5003.0,4810000.0,MRK
2682,4.0,6.247999999999999,8.687999999999999,1.5,8545.0,8000.0,268.0,-39.0,16030000.0,2570000.0,2410000.0,0.0,0.0,4.14,0.46,0.01,10.47,27840000.0,2.64,1.51,1373.0,60.0,1440000.0,1150000.0,41.0,27.0,473.0,1.52,2.0,6770000.0,0.0,7000.0,0.0,0.0,0.0,5.0,0.0,946.0,9000.0,MRNT
2683,24.95,28.85,33.73,0.89,1220000.0,1570000.0,342.0,17.0,89100000000.0,30890000.0,29040000.0,92.0,319.0,18.89,2.91,1.88,113.5,35200000000.0,1.52,1.53,991.0,25.0,38000000000.0,90100000.0,26.0,69.0,563.0,1.21,33.0,46900000.0,5540000.0,2690000.0,19.0,4.7,0.0,0.0,0.0,1695.0,1180000.0,MRO
2684,10.8,13.62,14.3,0.12,2500000.0,2800000.0,580.0,197.0,20020000.0,1470000.0,1010000.0,113.0,830.0,6.91,0.91,0.22,3.92,5960000.0,0.2,1.97,1500.0,348.0,4440000.0,1270000.0,217.0,279.0,352.0,0.0,228.0,3000000.0,15400000.0,15200000.0,15.0,7.0,0.0,0.0,0.0,1316.0,2200000.0,MRR
2685,2.25,2.92,52.063,2.92,1080000.0,75000000.0,-920.0,-939.0,22590000.0,7740000.0,6500000.0,0.0,0.0,9.19,-3.65,-1.24,5.04,37000000.0,2.98,0.32,0.0,58.0,-16350000.0,-26780000.0,-724.0,-742.0,-2748.0,3.6,23.0,23060000.0,6150000.0,5890000.0,95.0,4.83,0.0,0.0,0.0,-3916.0,1270000.0,MRVC
2686,7.938,19.27,92.5,0.0,1410000.0,2100000.0,-681.0,-758.0,22400000000.0,11630000.0,5820000.0,0.0,0.0,18.62,-4.69,-0.93,2.11,21490000.0,1.85,1.03,0.0,913.0,-22510000.0,-44800000.0,0.0,0.0,-3056.0,4.69,0.0,21540000.0,3770000.0,3540000.0,65.0,2.64,0.0,0.0,0.0,-3176.0,1430000.0,MRVL
2687,5.0,7.45,19.5,1.05,5730000.0,15800000.0,-467.0,-596.0,13900000.0,1870000.0,1380000.0,0.0,0.0,-0.34,-1.19,-0.11,0.23,4230000.0,0.71,0.0,0.0,3258.0,-1570000.0,-2200000.0,0.0,0.0,-7678.0,5.93,0.0,1320000.0,77000000.0,60600000.0,56.0,16.74,0.0,0.0,0.0,-822853.0,4600000.0,MRVT
2688,31.0,53.9,76.0,0.83,22000000.0,33700000.0,251.0,-52.0,16500000000.0,3060000.0,1900000.0,0.0,0.0,16.65,1.27,0.44,5.29,16780000.0,11.05,3.24,4237.0,1020.0,5210000.0,4040000.0,241.0,261.0,780.0,9.87,0.0,33420000.0,91400000.0,74000000.0,48.0,4.04,0.0,0.0,0.0,855.0,22600000.0,MRX
2689,19.125,48.2,51.9,-0.31,1990000.0,8600000.0,2065.0,1323.0,57280000.0,1190000.0,5300000.0,56.0,116.0,19.56,2.32,0.58,43.44,51890000.0,1.51,2.46,2076.0,111.0,7330000.0,2770000.0,54.0,81.0,576.0,2.14,35.0,1800000.0,3000.0,3000.0,1.0,0.6,0.0,0.0,0.0,1243.0,5000.0,MSA
2690,2.5,2.85,3.563,0.31,1270000.0,4000.0,75.0,-186.0,3740000.0,1310000.0,1230000.0,28.0,982.0,0.0,0.38,0.07,0.4,5290000.0,0.07,0.0,758.0,707.0,4930000.0,4930000.0,933.0,933.0,19908.0,0.0,0.0,88700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,MSB
2691,11.0,16.98,19.75,0.61,1310000.0,1200000.0,877.0,422.0,26570000.0,1560000.0,9500000.0,0.0,0.0,6.42,0.91,0.23,5.73,8390000.0,3.66,2.65,1872.0,296.0,0.0,1310000.0,156.0,0.0,129.0,0.0,0.0,5660000.0,11400000.0,10000000.0,12.0,10.36,0.0,0.0,0.0,1455.0,1100000.0,MSBK
2692,6.64,8.29,11.062999999999999,0.41,1550000.0,2100000.0,12.0,-233.0,12180000.0,1470000.0,6600000.0,0.0,0.0,10.15,-0.46,-0.21,32.84,45460000.0,0.13,0.82,0.0,25.0,2820000.0,-6230000.0,-14.0,-2.0,-159.0,2.23,94.0,1970000.0,6200000.0,5800000.0,9.0,5.17,0.0,0.0,0.0,-409.0,1200000.0,MSC
2693,9.469,30.85,36.62,1.12,1090000.0,1560000.0,840.0,394.0,86720000.0,2810000.0,2380000.0,0.0,0.0,5.91,0.58,0.15,8.51,25160000.0,1.33,5.22,5310.0,362.0,2740000.0,1700000.0,68.0,98.0,802.0,3.36,6.0,3740000.0,4440000.0,7120000.0,186.0,2.71,0.0,0.0,0.0,1102.0,1640000.0,MSCC
2694,1.01,1.72,5.63,1.12,1400000.0,1700000.0,-546.0,-656.0,1380000.0,8020000.0,2900000.0,0.0,0.0,1.13,-19.9,-3.02,105.15,84450000.0,3.66,1.53,0.0,2.0,-14450000.0,-15980000.0,-188.0,-186.0,-5799.0,1.36,83.0,2940000.0,2000.0,2000.0,1.0,0.11,0.0,0.0,0.0,-55806.0,1800000.0,MSEL
2695,27.0,33.69,37.45,0.19,6591.0,7000.0,540.0,167.0,17070000.0,5070000.0,4500000.0,124.0,368.0,13.98,1.11,0.36,10.61,5530000.0,1.14,2.41,3041.0,318.0,1800000.0,5580000.0,105.0,236.0,265.0,0.82,119.0,5780000.0,1200000.0,1100000.0,3.0,3.0,0.0,0.0,0.0,792.0,4000.0,MSEX
2696,40.25,58.05,76.15,1.82,3380000.0,4160000.0,414.0,71.0,313600000000.0,54000000000.0,45000000000.0,0.0,0.0,8.79,1.39,0.01,4.54,25300000000.0,5.87,6.61,4179.0,1279.0,13300000000.0,77200000000.0,305.0,463.0,1356.0,3.56,0.0,31600000000.0,5890000.0,6400000.0,13.0,1.76,0.0,0.0,0.0,1689.0,3350000.0,MSFT
2697,2.45,3.1,4.313,0.89,7818.0,2100000.0,-8.0,-248.0,18980000.0,6120000.0,1020000.0,0.0,0.0,8.24,0.63,0.17,8.09,49530000.0,0.11,0.38,495.0,38.0,7950000.0,3830000.0,79.0,107.0,586.0,7.08,0.0,6710000.0,7300000.0,7000000.0,7.0,14.6,0.0,15.0,0.0,715.0,5000.0,MSK
2698,5.0,7.21,26.438000000000002,0.0,29600000.0,33200000.0,-630.0,-720.0,26540000.0,3680000.0,1290000.0,0.0,0.0,4.37,0.49,0.12,3.8,15010000.0,4.14,1.65,1471.0,190.0,2710000.0,1940000.0,129.0,156.0,1010.0,4.1,0.0,15230000.0,48300000.0,77400000.0,37.0,1.64,0.0,0.0,0.0,1323.0,29400000.0,MSLV
2699,11.875,16.82,18.99,0.82,7780000.0,7300000.0,812.0,373.0,11700000000.0,6940000.0,2900000.0,0.0,0.0,6.69,0.62,0.04,11.9,82650000.0,0.44,2.52,2726.0,141.0,10880000.0,4280000.0,52.0,111.0,731.0,6.34,10.0,2980000.0,26200000.0,33700000.0,9.0,3.16,0.0,0.0,0.0,986.0,8300000.0,MSM
2700,1.0,1.28,2.813,0.78,3400000.0,3500000.0,-128.0,-340.0,4010000.0,3130000.0,1450000.0,0.0,0.0,0.44,0.32,0.06,8.98,34120000.0,0.12,2.92,399.0,14.0,1230000.0,1180000.0,35.0,36.0,1405.0,1.82,248.0,3750000.0,11400000.0,11400000.0,8.0,6.0,0.0,0.0,0.0,11791.0,1900000.0,MSN
2701,12.1,15.16,29.5,0.0,8120000.0,11700000.0,-72.0,-297.0,73820000.0,4870000.0,5900000.0,0.0,0.0,4.31,0.43,0.11,5.81,28840000.0,2.53,3.51,3550.0,261.0,4170000.0,2120000.0,73.0,108.0,743.0,2.55,0.0,12330000.0,2050000.0,2170000.0,348.0,34.18,0.0,0.0,0.0,1089.0,6000000.0,MSO
2702,4.313,5.98,9.25,0.76,1530000.0,2300000.0,-65.0,-291.0,3620000.0,6050000.0,3800000.0,0.0,0.0,3.16,-0.78,-0.77,4.88,3080000.0,0.96,1.9,0.0,123.0,-3610000.0,-4490000.0,-146.0,-117.0,-1336.0,1.98,9.0,5790000.0,1000.0,1000.0,0.0,0.06,0.0,0.0,0.0,-1874.0,1800000.0,MSON
2703,1.1,1.32,27.375,3.45,47990000.0,97500000.0,-932.0,-948.0,11620000.0,8800000.0,3080000.0,0.0,0.0,-1.88,-2.62,-0.08,2.75,22360000.0,0.69,0.0,0.0,48.0,-14310000.0,-20970000.0,0.0,-721.0,-9702.0,0.96,0.0,6060000.0,6000000.0,6060000.0,195.0,17.79,0.0,0.0,0.0,0.0,33700000.0,MSTR
2704,2.33,3.71,12.437999999999999,0.0,6960000.0,6400000.0,-481.0,-607.0,12460000.0,3360000.0,1380000.0,0.0,0.0,6.14,0.04,-0.23,59.5,20000000000.0,0.52,0.6,10306.0,6.0,3190000.0,1210000.0,1.0,13.0,16.0,1.96,102.0,1750000.0,73900000.0,80800000.0,54.0,7.78,0.0,0.0,0.0,58.0,9500000.0,MSV
2705,10.85,13.81,23.813000000000002,1.59,6950000.0,6800000.0,-203.0,-396.0,28600000000.0,20750000.0,8090000.0,0.0,0.0,6.91,1.19,0.46,8.48,17600000000.0,0.33,2.0,1164.0,163.0,69460000.0,24680000.0,171.0,236.0,1114.0,0.61,73.0,10500000000.0,56300000.0,51700000.0,7.0,6.7,0.0,5.0,0.0,1811.0,8400000.0,MTA
2706,46.67,68.1,82.11,0.68,25810000.0,35300000.0,757.0,331.0,65600000000.0,9640000.0,6170000.0,100.0,147.0,31.05,3.48,0.94,21.98,20500000000.0,7.42,2.19,1955.0,310.0,0.0,32490000.0,158.0,0.0,121.0,0.0,0.0,71370000.0,1040000.0,1120000.0,17.0,3.71,0.0,0.0,0.0,1303.0,27900000.0,MTB
2707,3.125,6.63,11.187999999999999,0.0,1340000.0,1600000.0,-91.0,-311.0,8500000.0,1280000.0,4900000.0,0.0,0.0,6.27,0.73,0.05,34.41,47080000.0,2.17,1.06,913.0,19.0,2850000.0,1000000.0,21.0,46.0,474.0,1.42,26.0,2240000.0,1000.0,2000.0,0.0,0.08,0.0,0.0,0.0,1266.0,1200000.0,MTCH
2708,36.5,40.29,56.0,1.03,14880000.0,10800000.0,200.0,-91.0,16200000000.0,4010000.0,2650000.0,0.0,0.0,5.03,1.45,0.16,26.23,11100000000.0,0.58,8.02,2773.0,154.0,13400000.0,6160000.0,55.0,92.0,733.0,1.23,124.0,2320000.0,41000000.0,24800000.0,15.0,2.89,0.0,0.0,0.0,3615.0,14200000.0,MTD
2709,8.5,21.87,21.87,0.05,2220000.0,6300000.0,615.0,224.0,6990000.0,3200000.0,1700000.0,0.0,0.0,5.6,0.81,0.33,16.37,5810000.0,0.68,3.9,2710.0,134.0,1240000.0,2860000.0,49.0,151.0,654.0,2.69,97.0,2170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.0,4000.0,MTEC
2710,0.85,1.15,2.5,1.02,4820000.0,5300000.0,-296.0,-467.0,2800000.0,2430000.0,1290000.0,0.0,0.0,0.65,-0.35,-0.08,5.69,13800000.0,0.15,1.76,0.0,20.0,-5130000.0,-8210000.0,-59.0,-66.0,-2101.0,1.44,1.0,3740000.0,4500000.0,5100000.0,3.0,1.02,0.0,0.0,0.0,-3968.0,4400000.0,MTEX
2711,51.0,62.08,77.31,0.73,67920000.0,86000000.0,377.0,43.0,66600000000.0,10730000.0,8480000.0,10.0,16.0,25.93,5.55,1.49,11.47,12400000000.0,0.12,2.39,1119.0,541.0,0.0,59780000.0,484.0,708.0,1566.0,0.0,15.0,1230000.0,2590000.0,2160000.0,31.0,3.95,0.0,0.0,0.0,2449.0,65600000.0,MTG
2712,71.0,97.0,171.0,0.89,91.0,0.0,-2.0,-244.0,12900000000.0,1330000.0,8180000.0,0.0,0.0,13.4,0.52,0.27,42.26,56650000.0,8.22,7.24,18618.0,230.0,2980000.0,7300000.0,12.0,53.0,120.0,1.39,115.0,10910000.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,382.0,0.0,MTGNY
2713,18.375,34.7,59.96,0.99,5350000.0,3500000.0,1492.0,888.0,18550000.0,5350000.0,2200000.0,0.0,0.0,26.7,7.45,2.2,104.02,59740000.0,0.76,1.3,466.0,33.0,7280000.0,4270000.0,72.0,115.0,1421.0,0.0,139.0,4080000.0,19000000.0,20900000.0,86.0,3.17,0.0,0.0,0.0,3560.0,6000000.0,MTH
2714,0.68,0.8,9.625,1.59,9170000.0,11300000.0,-732.0,-797.0,2600000.0,3250000.0,1400000.0,0.0,0.0,1.3,-1.98,-1.13,4.75,15360000.0,0.41,0.61,0.0,17.0,-2260000.0,-6420000.0,-418.0,-200.0,-4560.0,1.37,2.0,1330000.0,1040000.0,1060000.0,74.0,16.02,0.0,0.0,0.0,-7455.0,6500000.0,MTIC
2715,0.813,1.65,2.625,0.1,6091.0,1200000.0,-118.0,-332.0,1230000.0,7450000.0,5200000.0,0.0,0.0,0.93,-0.19,0.01,3.28,2080000.0,0.14,1.77,0.0,50.0,-77900000.0,-1080000.0,-52.0,-43.0,-1029.0,1.28,20.0,1040000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,-1767.0,1000.0,MTLC
2716,2.0,2.3,17.563,0.0,9380000.0,8500000.0,-757.0,-816.0,4180000.0,1820000.0,5600000.0,0.0,0.0,5.85,-0.08,-0.17,1.24,2470000.0,4.51,0.39,0.0,185.0,-7150000.0,-1290000.0,-52.0,-319.0,-107.0,18.94,0.0,8200000.0,1200000.0,1100000.0,2.0,0.08,0.0,0.0,0.0,-113.0,14300000.0,MTLK
2717,1.656,2.715,4.75,1.36,7864.0,5000.0,24.0,-224.0,1310000.0,4830000.0,3000000.0,0.0,0.0,3.19,-0.62,0.1,7.26,3490000.0,2.68,0.85,0.0,37.0,-4690000.0,-2950000.0,-85.0,-157.0,-979.0,1.75,0.0,1290000.0,3000.0,0.0,1.0,0.38,0.0,0.0,0.0,-1795.0,8000.0,MTMS
2718,12.95,16.06,24.75,0.47,2130000.0,2000000.0,-8.0,-249.0,56100000.0,3490000.0,4100000.0,0.0,0.0,15.25,0.55,1.16,16.05,56050000.0,0.62,1.05,2941.0,100.0,12990000.0,1970000.0,35.0,119.0,172.0,0.8,62.0,2180000.0,38100000.0,40200000.0,93.0,17.32,0.0,0.0,0.0,394.0,2200000.0,MTN
