,WeekLow,RecentPrice,WeekHigh,Beta,DailyVolume3,DailyVolume10,WeekChange,WeekChangeWSP,MarketCapitalization,SharesOutstanding,FL,AnnualDividend,DividendYield,BookValue,Earningsttm,Earnings,Salesttm,Sales,Cash,PriceBook,PriceEarnings,PriceSales,EBITDA,Income,ProfitMargin,OperatingMargin,ReturnAssets,CurrentRatio,DebtEquity,TotalCash,SharesShortPD,SharesShort,PercentofFloat,ShortRatio,LastSplit,SharesADR,TermDebtEquityLong,ReturnEquity,DailyVolume,Company
1454,4.6,4.95,8.75,1.57,4440000.0,8000000.0,-202.0,-395.0,22830000.0,4610000.0,1360000.0,0.0,0.0,4.26,0.11,0.1,2.98,14870000.0,1.14,1.16,4670.0,166.0,1370000.0,5360000.0,36.0,44.0,198.0,0.0,3.0,5330000.0,1360000.0,1350000.0,100.0,54.32,0.0,0.0,0.0,257.0,2500000.0,FBR
1455,2.15,2.55,9.75,0.22,1940000.0,2300000.0,-555.0,-663.0,5060000.0,1990000.0,1050000.0,0.0,0.0,13.32,-0.89,-0.84,25.8,52630000.0,0.72,0.19,0.0,10.0,4010000.0,-1780000.0,-18.0,-13.0,-173.0,1.61,22.0,1430000.0,8700000.0,7900000.0,8.0,4.14,0.0,0.0,0.0,-624.0,2100000.0,FC
1456,10.48,18.6,46.875,0.93,84830000.0,81000000.0,-423.0,-563.0,72520000.0,3900000.0,3240000.0,0.0,0.0,8.33,-0.38,-0.08,0.85,2750000.0,7.7,2.23,0.0,2185.0,-1510000.0,-1210000.0,-439.0,-605.0,-892.0,36.91,0.0,30030000.0,4330000.0,4540000.0,134.0,4.42,0.0,0.0,0.0,-954.0,97900000.0,FCEL
1457,8.812999999999999,11.9,15.1,0.12,3110000.0,2200000.0,611.0,221.0,69530000.0,5840000.0,5430000.0,58.0,487.0,6.04,0.81,0.21,5.43,31410000.0,1.49,1.97,1471.0,219.0,0.0,4680000.0,149.0,0.0,106.0,0.0,0.0,8710000.0,5000000.0,3700000.0,1.0,2.17,0.0,0.0,1.89,1425.0,2300000.0,FCF
1458,1.656,7.98,9.25,0.2,4960000.0,3900000.0,3434.0,2360.0,6920000.0,8670000.0,3000000.0,0.0,0.0,7.94,0.69,0.17,12.18,10920000.0,1.11,1.01,1148.0,66.0,1670000.0,6240000.0,57.0,91.0,525.0,5.22,56.0,9670000.0,1000.0,0.0,0.0,0.02,0.0,0.0,0.0,945.0,5400000.0,FCFS
1459,3.625,9.7,14.15,1.21,5270000.0,7800000.0,1100.0,592.0,22900000.0,2360000.0,1770000.0,0.0,0.0,4.49,-0.42,-0.13,10.59,25820000.0,1.45,2.16,0.0,92.0,-1840000.0,-1040000.0,-40.0,-71.0,-717.0,3.0,0.0,3430000.0,20800000.0,20900000.0,12.0,3.1,0.0,0.0,0.0,-970.0,6700000.0,FCGI
1460,11.9,14.61,24.94,0.57,54090000.0,1020000.0,-162.0,-365.0,77400000.0,5300000.0,2540000.0,220.0,1506.0,27.93,1.24,0.31,16.08,85880000.0,1.2,0.52,1183.0,91.0,40460000.0,6670000.0,106.0,98.0,218.0,0.0,120.0,6420000.0,3770000.0,3450000.0,148.0,12.56,0.0,0.0,0.0,432.0,30000000.0,FCH
1461,67.5,93.6,119.25,0.19,7591.0,7000.0,780.0,349.0,98370000.0,1050000.0,6000000.0,100.0,107.0,80.81,9.71,2.09,70.71,74400000.0,67.49,1.16,964.0,132.0,0.0,10220000.0,137.0,0.0,96.0,0.0,0.0,70940000.0,3000.0,1000.0,1.0,0.25,0.0,0.0,0.0,1265.0,1200000.0,FCNCA
1462,0.27,0.47,21.5,2.85,59890000.0,46500000.0,-968.0,-976.0,2900000.0,6180000.0,1650000.0,0.0,0.0,-0.36,-2.24,-0.64,4.8,29210000.0,1.31,0.0,0.0,10.0,-6080000.0,-13660000.0,-468.0,-310.0,-1995.0,2.52,0.0,8080000.0,3510000.0,4830000.0,213.0,6.0,0.0,0.0,0.0,-31522.0,58500000.0,FCOM
1463,4.85,5.55,10.05,0.23,5000.0,1100000.0,-197.0,-392.0,4880000.0,8800000.0,2400000.0,16.0,288.0,7.31,-0.92,-1.25,34.19,30180000.0,0.34,0.76,0.0,16.0,1640000.0,-8120000.0,-27.0,17.0,-290.0,1.89,246.0,2960000.0,1000.0,9000.0,0.0,0.17,0.0,0.0,0.0,-1105.0,6000.0,FCP
1464,11.187999999999999,17.78,26.25,1.91,47640000.0,61800000.0,-71.0,-296.0,17700000000.0,9950000.0,5970000.0,0.0,0.0,8.39,1.53,-0.08,16.79,17000000000.0,2.58,2.12,1161.0,106.0,19930000.0,15700000.0,92.0,119.0,841.0,3.12,112.0,25690000.0,2120000.0,2360000.0,36.0,4.51,0.0,0.0,0.0,2017.0,47000000.0,FCS
1465,0.375,0.95,2.0,1.19,9640000.0,11100000.0,-147.0,-353.0,3090000.0,3250000.0,2830000.0,0.0,0.0,0.25,-0.48,-0.03,0.66,1870000.0,0.03,3.83,0.0,144.0,-8500000.0,-1310000.0,-700.0,-558.0,-8594.0,1.29,48.0,93800000.0,1800000.0,1000000.0,1.0,0.26,0.0,0.0,0.0,-23262.0,7000000.0,FCSE
1466,6.75,9.88,17.15,0.92,1270000.0,88800000.0,479.0,121.0,14200000000.0,14400000.0,7680000.0,0.0,0.0,0.65,0.85,0.25,13.55,19900000000.0,0.1,15.21,1166.0,73.0,94770000.0,12320000.0,105.0,319.0,529.0,1.02,2153.0,1490000.0,1460000.0,1180000.0,190.0,15.16,0.0,0.0,0.0,22956.0,96200000.0,FCX
1467,25.563000000000002,29.51,49.9,1.04,1470000.0,1860000.0,397.0,59.0,56900000000.0,19270000.0,14450000.0,0.0,0.0,29.95,-0.84,0.55,88.61,17900000000.0,1.71,0.98,0.0,33.0,12200000000.0,-16800000.0,-9.0,27.0,-97.0,2.17,103.0,33000000.0,6240000.0,7550000.0,43.0,4.54,0.0,0.0,0.0,-288.0,1370000.0,FD
1468,37.375,57.01,72.25,0.97,1800000.0,3040000.0,983.0,503.0,22300000000.0,39130000.0,38980000.0,8.0,14.0,9.85,2.07,0.38,15.4,61600000000.0,2.25,5.79,2759.0,370.0,21200000000.0,82670000.0,134.0,231.0,461.0,0.0,60.0,0.0,3780000.0,3890000.0,10.0,2.59,0.0,0.0,0.0,2245.0,1460000.0,FDC
1469,5.0,8.4,11.75,0.85,2180000.0,2000000.0,529.0,159.0,5140000.0,6120000.0,1700000.0,0.0,0.0,3.66,-1.54,0.17,7.65,4120000.0,0.19,2.3,0.0,110.0,-7040000.0,-8290000.0,-201.0,-268.0,-1702.0,0.89,104.0,1150000.0,5000.0,6000.0,3.0,0.22,0.0,0.0,0.0,-3950.0,2300000.0,FDCC
1470,8.75,13.8,18.0,0.29,5591.0,4000.0,1081.0,577.0,9430000.0,6830000.0,4200000.0,48.0,348.0,15.21,1.83,0.39,10.24,6670000.0,1.8,0.91,752.0,135.0,0.0,1190000.0,179.0,294.0,115.0,0.0,0.0,1230000.0,5000.0,5000.0,1.0,0.71,0.0,0.0,0.0,1204.0,7000.0,FDEF
1471,16.75,27.99,30.75,1.0,1260000.0,84700000.0,1052.0,555.0,48100000000.0,17180000.0,13400000.0,24.0,86.0,5.58,1.1,0.2,21.22,36700000000.0,0.13,5.02,2552.0,132.0,29840000.0,18950000.0,52.0,81.0,1451.0,2.07,0.0,2180000.0,3760000.0,2710000.0,28.0,3.25,0.0,0.0,0.0,2150.0,1160000.0,FDO
1472,3.375,12.77,15.95,0.38,15430000.0,9600000.0,2797.0,1877.0,68670000.0,5380000.0,1670000.0,0.0,0.0,10.02,1.11,0.77,34.96,18800000000.0,0.18,1.27,1147.0,36.0,12690000.0,6000000.0,32.0,66.0,488.0,1.4,71.0,9800000.0,23100000.0,20500000.0,14.0,1.37,0.0,0.0,0.0,1229.0,16900000.0,FDP
1473,5.26,9.41,90.43799999999999,5.87,2890000.0,3500000.0,-803.0,-851.0,11300000000.0,12030000.0,8780000.0,0.0,0.0,3.08,0.47,0.06,3.09,38950000.0,2.17,3.05,2006.0,305.0,8860000.0,5930000.0,152.0,216.0,1583.0,10.25,0.0,25990000.0,3550000.0,3990000.0,40.0,0.97,0.0,0.0,0.0,1860.0,3650000.0,FDRY
1474,17.8,26.31,47.49,1.39,17330000.0,17500000.0,-68.0,-294.0,87390000.0,3320000.0,1730000.0,16.0,61.0,4.16,0.96,0.25,5.08,17670000.0,2.38,6.33,2735.0,518.0,6740000.0,3340000.0,189.0,288.0,2161.0,3.57,0.0,7930000.0,96300000.0,71100000.0,56.0,3.81,0.0,0.0,0.0,2772.0,25300000.0,FDS
1475,33.15,38.13,49.85,0.74,96270000.0,1080000.0,204.0,-88.0,11300000000.0,29750000.0,27400000.0,0.0,0.0,19.94,1.83,0.41,67.07,19900000000.0,0.36,1.91,2087.0,57.0,23000000000.0,53970000.0,27.0,50.0,418.0,1.14,38.0,11000000.0,4630000.0,4960000.0,17.0,5.45,0.0,0.0,0.0,970.0,85000000.0,FDX
1476,1.81,2.35,4.5,0.24,9000.0,1200000.0,-248.0,-430.0,1810000.0,7690000.0,1800000.0,0.0,0.0,13.01,-4.74,-3.64,55.72,42810000.0,0.14,0.18,0.0,4.0,-1220000.0,-3640000.0,-85.0,-27.0,-1090.0,0.8,120.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,-3393.0,1100000.0,FDY
1477,24.313000000000002,36.18,36.98,-0.14,1310000.0,1800000.0,896.0,436.0,81000000000.0,22400000.0,15450000.0,150.0,415.0,20.96,2.62,0.67,34.17,75100000000.0,0.92,1.73,1383.0,106.0,24100000000.0,57570000.0,77.0,196.0,319.0,0.64,131.0,20520000.0,1370000.0,1000000.0,89.0,12.3,0.0,0.0,0.0,1233.0,1110000.0,FE
1478,0.26,0.33,3.5,0.0,5510000.0,1200000.0,-856.0,-891.0,6340000.0,1920000.0,1190000.0,0.0,0.0,1.62,-0.74,-0.08,0.03,47600000.0,1.25,0.2,0.0,1328.0,-1200000.0,-1420000.0,0.0,0.0,-3727.0,31.49,0.0,2410000.0,4000.0,7000.0,0.0,0.09,0.0,0.0,0.0,-3996.0,4400000.0,FECC
1479,20.875,24.0,36.6,0.71,8640000.0,7000000.0,385.0,49.0,41440000.0,1730000.0,1430000.0,0.0,0.0,17.16,2.58,0.71,19.49,34220000.0,4.04,1.4,932.0,123.0,0.0,4520000.0,132.0,355.0,103.0,0.0,0.0,6990000.0,17600000.0,20800000.0,12.0,1.36,0.0,0.0,0.0,1697.0,12900000.0,FED
1480,15.0,26.21,43.4,2.47,63600000.0,56400000.0,857.0,407.0,83320000.0,3180000.0,1530000.0,0.0,0.0,8.7,1.06,0.27,11.89,36530000.0,3.48,3.01,2477.0,220.0,6360000.0,3240000.0,89.0,157.0,950.0,2.23,3.0,11060000.0,1860000.0,1680000.0,122.0,4.23,0.0,0.0,0.0,1700.0,44100000.0,FEIC
1481,63.0,71.85,82.82,-0.01,5273.0,7000.0,392.0,55.0,39480000.0,5500000.0,2500000.0,96.0,134.0,21.79,3.52,1.16,56.57,32360000.0,1.36,3.3,2040.0,127.0,5000000.0,2020000.0,62.0,116.0,1029.0,2.12,23.0,7490000.0,1300000.0,1100000.0,5.0,4.33,0.0,0.0,0.0,1784.0,3000.0,FELE
1482,16.375,24.25,29.84,0.71,3760000.0,2100000.0,862.0,411.0,17830000.0,7350000.0,6500000.0,80.0,330.0,15.72,2.05,0.56,15.43,11730000.0,4.6,1.54,1182.0,157.0,0.0,1560000.0,142.0,427.0,110.0,0.0,0.0,3380000.0,6800000.0,9900000.0,10.0,2.62,0.0,0.0,0.0,1494.0,2600000.0,FESX
1483,8.562999999999999,12.15,13.24,0.75,3800000.0,3400000.0,634.0,238.0,29800000.0,2450000.0,1860000.0,10.0,82.0,12.86,4.26,2.29,0.36,8900000.0,0.0,0.94,285.0,3347.0,6080000.0,10430000.0,11719.0,683.0,3520.0,0.0,0.0,0.0,2600000.0,2300000.0,1.0,0.41,0.0,0.0,0.0,3947.0,6400000.0,FF
1484,13.333,15.39,17.44,0.21,3430000.0,3500000.0,333.0,10.0,72770000.0,4730000.0,3170000.0,60.0,390.0,8.28,1.11,0.21,6.5,31390000.0,3.69,1.86,1383.0,237.0,0.0,5380000.0,172.0,0.0,136.0,0.0,0.0,17530000.0,6500000.0,4700000.0,2.0,2.32,0.0,0.0,0.0,1382.0,2800000.0,FFBC
1485,11.187999999999999,16.35,17.48,-0.06,1370000.0,2000000.0,798.0,362.0,9030000.0,5520000.0,5000000.0,20.0,122.0,17.06,0.84,0.26,8.09,4410000.0,1.12,0.96,1939.0,202.0,0.0,4600000.0,104.0,377.0,78.0,0.0,0.0,0.0,8000.0,1000000.0,2.0,0.8,0.0,0.0,0.0,596.0,1000000.0,FFBK
1486,4.563,6.0,7.7,0.29,3136.0,3000.0,440.0,91.0,1880000.0,3120000.0,2200000.0,18.0,300.0,6.24,0.67,0.23,5.62,1870000.0,1.18,0.96,891.0,107.0,0.0,2230000.0,119.0,419.0,95.0,0.0,0.0,3690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,2000.0,FFBZ
1487,15.0,22.76,26.45,0.56,1920000.0,1300000.0,915.0,451.0,30510000.0,1340000.0,1150000.0,62.0,272.0,11.38,1.59,0.43,12.75,17400000.0,5.93,2.0,1431.0,178.0,0.0,2170000.0,125.0,360.0,95.0,0.0,0.0,7930000.0,6900000.0,7600000.0,6.0,3.0,0.0,0.0,0.0,1519.0,2300000.0,FFCH
1488,7.447,14.25,15.35,-0.03,6420000.0,7600000.0,1376.0,801.0,22470000.0,1580000.0,1470000.0,40.0,281.0,11.3,0.36,0.09,8.85,13910000.0,3.02,1.26,3947.0,161.0,0.0,5670000.0,41.0,336.0,29.0,0.0,0.0,4650000.0,39500000.0,41400000.0,27.0,7.9,0.0,0.0,0.0,534.0,5000000.0,FFFL
1489,12.5,17.0,19.5,0.56,6636.0,5000.0,408.0,67.0,46550000.0,2740000.0,1140000.0,40.0,235.0,19.32,1.08,0.4,14.16,40960000.0,4.43,0.88,1570.0,120.0,0.0,3060000.0,86.0,123.0,86.0,0.0,7.0,12130000.0,8000.0,1400000.0,1.0,1.6,0.0,0.0,0.0,601.0,5000.0,FFG
1490,10.042,17.12,18.35,0.51,3830000.0,4600000.0,1135.0,618.0,23720000.0,1390000.0,7800000.0,21.0,124.0,9.57,1.02,0.28,7.81,9980000.0,0.61,1.79,1675.0,219.0,0.0,1300000.0,131.0,398.0,97.0,0.0,0.0,8420000.0,12100000.0,16100000.0,16.0,2.52,0.0,0.0,0.0,1034.0,4800000.0,FFIC
1491,22.8,30.5,32.91,0.35,4318.0,7000.0,630.0,235.0,37580000.0,1230000.0,1080000.0,120.0,393.0,16.77,2.32,0.59,9.67,11970000.0,6.36,1.82,1314.0,315.0,0.0,2870000.0,240.0,0.0,166.0,0.0,0.0,7840000.0,4000.0,2000.0,0.0,0.8,0.0,0.0,0.0,1465.0,5000.0,FFIN
1492,3.75,10.88,40.938,4.24,50430000.0,62300000.0,-551.0,-660.0,26980000.0,2480000.0,1760000.0,0.0,0.0,4.34,-0.82,-0.07,5.29,11740000.0,2.78,2.51,0.0,206.0,-2060000.0,-1790000.0,-152.0,-202.0,-1540.0,3.99,0.0,6860000.0,2720000.0,2210000.0,155.0,5.44,0.0,0.0,0.0,-2073.0,50100000.0,FFIV
1493,27.0,36.56,41.15,0.32,2591.0,3000.0,440.0,91.0,25400000.0,6950000.0,5700000.0,120.0,328.0,17.6,2.13,0.56,11.02,7870000.0,11.85,2.08,1713.0,332.0,0.0,1520000.0,194.0,0.0,137.0,0.0,0.0,8220000.0,4000.0,5000.0,1.0,2.0,0.0,0.0,0.0,1238.0,2000.0,FFKT
1494,0.875,1.0,2.75,1.19,2070000.0,1800000.0,-472.0,-600.0,8470000.0,8470000.0,8390000.0,0.0,0.0,7.16,0.38,0.31,2.9,26010000.0,0.03,0.14,263.0,34.0,5890000.0,3380000.0,294.0,124.0,761.0,1.46,54.0,2500000.0,0.0,2000.0,0.0,0.0,0.0,1.0,0.0,630.0,1700000.0,FFS
1495,12.375,19.16,22.2,0.03,6010000.0,5500000.0,759.0,333.0,74170000.0,3870000.0,1510000.0,200.0,1044.0,2.5,1.57,-1.38,45.92,14700000000.0,0.66,7.67,1216.0,42.0,18320000.0,4560000.0,44.0,86.0,670.0,1.16,1855.0,2540000.0,6000.0,1200000.0,0.0,0.1,0.0,0.0,0.0,4018.0,5800000.0,FGP
1496,8.583,25.35,27.79,0.0,21550000.0,43600000.0,2584.0,1716.0,68270000.0,2690000.0,1960000.0,0.0,0.0,4.8,0.25,0.09,2.06,4710000.0,3.83,5.28,10059.0,1231.0,9970000.0,5860000.0,124.0,180.0,859.0,8.13,0.0,10320000.0,55200000.0,30900000.0,28.0,2.25,0.0,0.0,0.0,1040.0,24500000.0,FHRX
1497,14.0,15.3,25.625,0.75,9200000.0,2100000.0,-127.0,-338.0,68400000000.0,44730000.0,24980000.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,1200000.0,0.0,0.02,0.0,1.0,0.0,0.0,21300000.0,FIA
1498,1.5,2.03,43.813,4.13,62210000.0,44400000.0,-859.0,-893.0,2890000.0,1420000.0,1280000.0,0.0,0.0,0.73,-2.59,-0.77,3.53,4570000.0,2.07,2.77,0.0,57.0,-3700000.0,-3360000.0,-706.0,-842.0,-2119.0,2.43,54.0,2940000.0,4810000.0,5080000.0,376.0,9.02,0.0,0.0,0.0,-4394.0,53300000.0,FIBR
1499,25.459,37.8,69.9,0.85,17990000.0,26600000.0,865.0,413.0,84620000.0,2240000.0,1300000.0,8.0,21.0,10.95,1.75,0.53,14.19,32090000.0,1.64,3.45,2160.0,266.0,6610000.0,3970000.0,124.0,199.0,1573.0,3.6,0.0,3660000.0,32600000.0,24300000.0,25.0,2.47,0.0,0.0,0.0,1891.0,13200000.0,FIC
1500,21.063000000000002,25.0,29.75,0.79,8010000.0,9700000.0,427.0,81.0,41290000.0,1650000.0,9100000.0,0.0,0.0,11.96,1.75,0.47,7.14,13830000.0,0.64,2.09,1431.0,350.0,13780000.0,3160000.0,229.0,486.0,263.0,0.0,511.0,1030000.0,93200000.0,67600000.0,102.0,13.51,0.0,0.0,0.0,1713.0,6900000.0,FIF
1501,22.688000000000002,27.12,32.8,0.69,20600000.0,32300000.0,480.0,121.0,31800000000.0,11730000.0,8330000.0,18.0,68.0,1.85,1.37,0.36,5.76,69590000.0,0.77,14.69,1978.0,471.0,36590000.0,16560000.0,238.0,434.0,2368.0,1.5,167.0,9070000.0,33200000.0,46700000.0,4.0,2.0,0.0,0.0,0.0,10675.0,16600000.0,FII
1502,8.875,10.75,35.625,0.88,24960000.0,37000000.0,-186.0,-384.0,38030000.0,3540000.0,3220000.0,0.0,0.0,5.93,0.22,-0.3,10.48,37690000.0,4.39,1.81,4954.0,103.0,1110000.0,8790000.0,23.0,23.0,291.0,2.52,0.0,15520000.0,94900000.0,1160000.0,29.0,5.05,0.0,0.0,0.0,430.0,18800000.0,FILE
1503,2.063,16.71,17.5,0.43,13840000.0,13600000.0,4929.0,3493.0,14430000.0,8640000.0,5000000.0,0.0,0.0,3.32,0.26,0.08,5.61,4940000.0,0.29,5.04,6452.0,298.0,3570000.0,2270000.0,46.0,54.0,591.0,3.59,3.0,2520000.0,7300000.0,6300000.0,15.0,0.6,0.0,0.0,0.0,849.0,12100000.0,FIMG
1504,4.75,11.06,12.71,1.33,20050000.0,18300000.0,1030.0,539.0,26720000.0,2420000.0,1350000.0,0.0,0.0,9.74,0.17,0.41,27.79,68430000.0,3.5,1.14,6663.0,40.0,2120000.0,4170000.0,6.0,7.0,129.0,2.42,0.0,8560000.0,87100000.0,30500000.0,65.0,4.19,0.0,0.0,0.0,180.0,20800000.0,FINL
1505,0.35,0.47,12.375,0.0,10590000.0,13100000.0,-942.0,-956.0,1820000.0,3880000.0,1400000.0,0.0,0.0,1.55,-1.66,-0.59,1.57,5610000.0,1.28,0.3,0.0,30.0,-5720000.0,-5990000.0,0.0,0.0,-4818.0,2.41,0.0,4970000.0,1600000.0,8100000.0,1.0,0.15,0.0,0.0,0.0,-6378.0,10700000.0,FIRE
1506,19.67,22.82,27.0,0.49,1350000.0,2100000.0,369.0,37.0,28500000.0,1250000.0,8900000.0,64.0,281.0,16.76,2.08,0.53,13.52,17280000.0,3.45,1.36,1096.0,169.0,0.0,2660000.0,154.0,390.0,126.0,0.0,0.0,4320000.0,1200000.0,8000.0,1.0,0.92,0.0,0.0,0.0,1344.0,1300000.0,FISB
1507,13.0,22.92,26.65,-0.14,9500.0,6000.0,1123.0,608.0,25180000.0,1100000.0,7600000.0,48.0,209.0,11.2,1.62,0.43,9.64,10630000.0,3.66,2.05,1417.0,238.0,0.0,1790000.0,182.0,0.0,142.0,0.0,0.0,4020000.0,4100000.0,3200000.0,5.0,4.1,0.0,0.0,0.38,1568.0,1000000.0,FISI
1508,28.959,33.89,43.086999999999996,0.7,1210000.0,1760000.0,104.0,-163.0,63300000000.0,18690000.0,15710000.0,0.0,0.0,7.36,1.0,0.27,9.26,17700000000.0,0.42,4.6,3376.0,366.0,44390000.0,19160000.0,108.0,187.0,339.0,0.0,25.0,7800000.0,3270000.0,2870000.0,21.0,2.7,0.0,0.0,0.0,1513.0,1210000.0,FISV
1509,54.18,54.54,60.15,0.0,1870000.0,0.0,0.0,0.0,31500000000.0,57730000.0,46180000.0,0.0,0.0,12.24,1.84,0.22,8.74,51000000000.0,2.75,4.46,2969.0,624.0,0.0,10600000000.0,209.0,0.0,154.0,0.0,0.0,15900000000.0,6440000.0,1000.0,14.0,3.43,0.0,0.0,0.77,1631.0,0.0,FITB
1510,1.7,2.95,4.75,0.43,5550000.0,5100000.0,74.0,-186.0,11030000.0,3740000.0,2690000.0,0.0,0.0,10.83,-0.42,0.09,42.42,15800000000.0,0.46,0.27,0.0,7.0,3030000.0,-1560000.0,-10.0,11.0,-165.0,1.6,60.0,1720000.0,6000.0,2300000.0,0.0,0.13,0.0,0.0,0.0,-381.0,4500000.0,FIX
1512,3.05,3.75,5.6,0.46,2480000.0,2200000.0,237.0,-62.0,11640000.0,3100000.0,2400000.0,12.0,320.0,3.14,0.11,0.22,12.53,40960000.0,0.67,1.2,3472.0,30.0,3600000.0,3450000.0,8.0,53.0,88.0,1.62,181.0,2090000.0,18100000.0,14200000.0,8.0,13.92,0.0,0.0,0.0,330.0,1300000.0,FJC
1513,20.4,22.6,41.0,0.96,1510000.0,1600000.0,-266.0,-444.0,82540000.0,3650000.0,1560000.0,10.0,44.0,20.66,0.37,0.08,8.02,29400000.0,0.55,1.09,6092.0,282.0,6880000.0,1360000.0,46.0,69.0,124.0,0.88,31.0,2000000.0,12900000.0,11700000.0,8.0,9.21,0.0,0.0,0.0,182.0,1400000.0,FLA
1514,0.07,0.16,16.375,2.56,21800000.0,77800000.0,-980.0,-985.0,5980000.0,3740000.0,3130000.0,0.0,0.0,1.32,-5.5,-1.08,16.69,61110000.0,0.19,0.12,0.0,1.0,5510000.0,-20100000.0,-182.0,-171.0,-996.0,0.08,999.0,7060000.0,30300000.0,30000000.0,10.0,2.75,0.0,0.0,0.0,-14748.0,11000000.0,FLCG
1515,1.16,1.36,2.719,0.1,1530000.0,8000.0,-103.0,-320.0,3540000.0,2600000.0,1090000.0,0.0,0.0,3.79,-0.23,0.02,7.67,19690000.0,0.02,0.36,0.0,18.0,-6040000.0,-5930000.0,-30.0,-31.0,-323.0,2.77,53.0,45300000.0,1000000.0,0.0,1.0,1.0,0.0,0.0,0.0,-572.0,1000000.0,FLDR
1516,8.1,11.0,17.25,1.15,16600000.0,17100000.0,203.0,-88.0,36030000.0,3280000.0,2520000.0,16.0,146.0,8.4,-8.06,-0.34,72.52,23800000000.0,2.56,1.31,0.0,15.0,-25870000.0,-26400000.0,-106.0,-123.0,-1946.0,1.23,25.0,8380000.0,4550000.0,4540000.0,180.0,23.69,0.0,0.0,0.0,-6666.0,19200000.0,FLE
1517,12.375,20.26,43.0,3.0,7740000.0,1120000.0,-277.0,-452.0,97800000000.0,48280000.0,36210000.0,0.0,0.0,8.36,0.05,0.17,25.17,12500000000.0,1.12,2.42,41347.0,81.0,-1090000.0,1290000.0,1.0,-5.0,19.0,1.63,31.0,54330000.0,9990000.0,1290000.0,28.0,1.18,0.0,1.0,0.0,40.0,8490000.0,FLEX
1518,3.0,44.5,45.4,0.43,28160000.0,44900000.0,8787.0,6417.0,67180000.0,1510000.0,7400000.0,0.0,0.0,2.67,-0.45,0.36,13.48,19900000.0,0.55,16.69,0.0,330.0,2120000.0,-6080000.0,-31.0,65.0,-368.0,2.65,184.0,8100000.0,28300000.0,52000000.0,38.0,1.72,0.0,0.0,0.0,-1696.0,16500000.0,FLIR
1519,10.312999999999999,28.0,37.89,0.02,56950000.0,66400000.0,1663.0,1018.0,12400000000.0,4430000.0,2390000.0,8.0,29.0,10.97,-2.08,-0.31,353.74,14400000000.0,0.32,2.55,0.0,8.0,21430000.0,-8090000.0,-6.0,-9.0,-241.0,1.32,348.0,1430000.0,6180000.0,4290000.0,259.0,10.15,0.0,0.0,0.0,-1677.0,60900000.0,FLM
1520,0.71,0.94,8.375,0.8,3770000.0,3200000.0,-805.0,-853.0,1520000.0,1620000.0,7500000.0,0.0,0.0,0.59,-0.27,-0.08,0.71,1160000.0,0.44,1.58,0.0,133.0,-4390000.0,-4380000.0,-379.0,-368.0,-2153.0,2.29,22.0,0.0,1000.0,0.0,0.0,0.04,0.0,1.0,0.0,-3798.0,2200000.0,FLML
1521,16.55,34.8,41.75,0.0,6220000.0,8700000.0,753.0,638.0,69130000.0,1990000.0,1690000.0,0.0,0.0,31.28,-2.3,0.18,82.43,16500000000.0,0.39,1.11,0.0,42.0,6550000.0,-4600000.0,-28.0,-3.0,-370.0,1.54,52.0,7710000.0,61000000.0,66300000.0,36.0,10.34,0.0,0.0,0.0,-775.0,5900000.0,FLO
1522,8.22,9.0,14.4,0.66,2510000.0,1900000.0,11.0,-234.0,13710000.0,1520000.0,1470000.0,0.0,0.0,5.07,0.17,0.02,12.94,19880000.0,0.38,1.77,5233.0,69.0,1980000.0,2620000.0,13.0,60.0,131.0,3.09,117.0,5710000.0,4600000.0,5600000.0,3.0,1.31,0.0,0.0,0.0,383.0,3500000.0,FLOW
1523,29.5,42.29,63.2,0.0,43240000.0,34400000.0,79.0,8.0,33900000000.0,8010000.0,5530000.0,64.0,151.0,10.4,0.8,0.43,110.04,85300000000.0,3.88,4.07,5299.0,38.0,11700000.0,6350000.0,7.0,10.0,210.0,1.04,7.0,31100000.0,2000000.0,1220000.0,36.0,5.68,0.0,0.0,0.0,703.0,35200000.0,FLR
1524,16.125,20.49,33.3,0.68,21680000.0,15800000.0,651.0,251.0,77480000.0,3780000.0,2910000.0,56.0,273.0,6.61,-0.4,0.07,48.78,18600000000.0,0.45,3.1,0.0,42.0,17170000.0,-1510000.0,-8.0,52.0,-82.0,2.13,472.0,1710000.0,1270000.0,1050000.0,44.0,6.57,0.0,0.0,0.0,-538.0,19400000.0,FLS
1525,3.65,4.35,36.0,1.5,17900000.0,21600000.0,-807.0,-854.0,11550000.0,2650000.0,2180000.0,0.0,0.0,5.15,-1.32,-0.83,2.95,8030000.0,3.91,0.84,0.0,147.0,-4010000.0,-3490000.0,-435.0,-500.0,-1966.0,7.25,0.0,10380000.0,38400000.0,40500000.0,18.0,4.86,0.0,0.0,0.0,-2153.0,7900000.0,FLSH
