AMT,52.86,55.10
AMTCP,5.00,4.24
AMTD,14.05,16.78
AMTY.OB,0.43,0.45
AMU.V,0.06,0.04
AMWD,11.86,17.01
AMX,21.50,25.42
AMXA.MX,15.140,17.160
AMXL.MX,15.160,17.010
AMXVF.PK,1.23,1.2323
AMY.V,0.405,0.485
AMZG.OB,0.90,0.82
AMZN,211.98,213.51
AN,31.54,38.94
ANAC,5.24,6.77
ANAD,1.93,2.63
ANAT,67.02,71.46
ANC.V,0.30,0.295
ANCB,6.25,5.98
ANCI,0.55,0.53
ANCPA.PK,0.15,0.15
ANCUF.PK,27.83,30.55
ANCX,7.68,8.3355
ANDE,30.70,36.92
ANDR.OB,0.055,0.075
ANDS,0.82,3.68
ANEN,19.34,19.13
ANF,59.65,74.40
ANF.V,4.08,4.96
ANGN,4.54,4.62
ANGO,13.00,15.41
ANH,6.39,6.45
ANI.V,0.17,0.195
ANIK,5.48,6.03
ANLY,3.0999,3.77
ANMCF.PK,0.386,0.239
ANN,21.68,26.64
ANNB,3.80,3.81
ANNO.OB,0.39,0.39
ANO,0.55,0.54
ANR,16.04,24.04
ANSS,46.52,54.36
ANTH,4.72,6.35
ANTP,1.81,1.75
ANTX.PK,0.0018,0.0009
ANV,34.83,37.98
ANW,3.73,5.20
ANX,0.88,1.11
ANZBY.PK,17.95,22.46
AOA,29.30,33.78
AOB,0.57,0.7702
AOD,4.38,4.90
AOE.V,0.30,0.25
AOGN.PK,0.0025,0.0028
AOI,2.31,2.67
AOIFF.PK,1.17,1.63
AOK,28.48,29.37
AOL,11.40,14.12
AOLS.OB,0.42,0.45
AOM,28.672,30.09
AON,40.62,46.62
AONE,3.02,3.43
AONNY.PK,13.50,13.11
AOR,29.37,31.36
AOS,30.43,37.16
AOS.V,0.185,0.185
AOSL,7.40,8.45
AOT.V,1.06,1.19
AOX.V,0.36,0.44
AP,18.37,20.99
APA,76.50,99.63
APA.V,0.125,0.14
APAB.PK,0.0057,0.0055
APAC,8.51,0.00
APAGF,71.92,83.00
APB,8.99,10.35
APBL.PK,0.10,0.10
APC,60.53,78.50
APC.V,0.195,0.12
APD,73.87,86.14
APDN.OB,0.055,0.0695
APE.V,0.145,0.19
APEI,32.53,35.81
APF,13.77,15.46
APFC,7.10,9.24
APGA.OB,0.041,0.029
APH,39.80,47.49
APH.V,0.03,0.025
APHY.PK,0.76,0.70
API,0.8976,0.87
APII.PK,0.095,0.105
APKT,40.15,36.21
APL,28.30,34.80
APNC.OB,2.60,2.70
APNI.PK,0.24,0.34
APNT.OB,0.30,0.28
APNX.OB,0.10,0.086
APO,9.61,13.25
APO.V,1.18,1.27
APOG,8.09,10.92
APOL,38.38,47.35
APP,0.76,0.87
APPA.PK,0.24,0.25
APPY,2.89,2.34
APRI,3.37,4.31
APSOQ.PK,0.0015,0.0014
APT,1.19,1.12
APTL.PK,17.73,17.73
APU,43.41,44.72
APVS.OB,0.095,0.09
AQ.V,0.26,0.24
AQIS.PK,0.0007,0.0007
AQLRF.PK,4.92,6.29
AQM.V,0.38,0.44
AQNM.OB,0.0113,0.01
AQQ,13.01,11.9299
ARA.MX,3.820,3.650
ARAY,3.62,4.00
ARB,32.90,39.73
ARBA,26.49,31.68
ARC,3.17,3.99
ARCAY.PK,18.00,19.95
ARCC,13.26,15.47
ARCI,4.396,5.8999
ARCL,8.06,10.19
ARCO,22.00,23.40
ARD.V,0.14,0.16
ARDM.OB,0.152,0.135
ARDNA,78.12,90.71
ARE,57.19,66.09
AREM.OB,0.071,0.0765
ARET.PK,3.00,2.95
AREX,15.30,24.41
ARG,62.47,68.95
ARGKF.PK,27.92,26.25
ARGN,12.05,15.34
ARH.V,0.045,0.04
ARI,12.22,14.01
ARI.V,0.14,0.16
ARIA,8.03,11.63
ARII,14.69,22.06
ARJ,46.88,0.00
ARK,3.60,3.85
ARK.V,0.035,0.02
ARKR,13.421,14.00
ARLP,64.03,75.93
ARMH,24.82,28.09
ARMZF.PK,1.094,1.7235
ARN.V,4.08,5.33
ARNA,1.30,1.41
ARO,10.19,13.66
AROW,21.61,23.34
ARQ.V,0.59,0.62
ARQL,4.58,5.81
ARR,5.91,7.15
ARR.V,0.03,0.035
ARREF.PK,0.5947,0.6687
ARRS,9.91,10.76
ARRY,1.77,2.41
ARSC.PK,0.0001,0.0001
ARSD,3.30,4.56
ARSEF.PK,0.1346,0.146
ART,7.21,7.32
ARTC,26.93,30.15
ARTNA,17.15,18.20
ARTW,5.55,6.37
ARTX,1.45,1.54
ARU.V,0.08,0.14
ARUN,20.58,23.69
ARVCF.PK,30.75,29.70
ARW,25.98,36.05
ARW.V,0.355,0.425
ARWD.OB,0.0165,0.015
ARWR,0.3587,0.5035
ARX,8.52,10.89
ARY,24.15,25.06
ARYC.PK,0.13,0.14
ARYX.PK,0.0115,0.009
ASA,26.72,29.16
ASAZF.PK,20.22,20.00
ASBC,9.15,11.15
ASBFY.PK,17.08,17.72
ASBI,3.92,3.7119
ASBN.PK,12.00,14.00
ASCA,14.90,18.47
ASCMA,36.65,45.49
ASDS.PK,0.18,0.1898
ASDZF.PK,0.1719,0.1719
ASEI,59.40,68.02
ASEN.OB,4.75,4.25
ASFI,7.76,8.06
ASG,3.42,3.94
ASGLY.PK,9.46,8.84
ASGN,6.75,10.75
ASH,42.79,52.96
ASI,17.51,20.41
ASIA,6.40,10.02
ASKE.PK,0.015,0.01
ASLM.PK,0.75,0.30
ASM.V,1.75,2.09
ASMI,22.67,28.22
ASML,33.50,41.93
ASNA,25.34,28.90
ASOE.OB,0.50,0.47
ASP,10.32,10.52
ASP.V,0.045,0.085
ASPS,34.68,40.25
ASPZ.PK,0.20,0.15
ASQ.V,0.175,0.155
ASR,48.94,57.60
ASRV,1.80,1.9499
AST.V,1.80,1.73
ASTC,0.60,0.58
ASTE,27.07,33.25
ASTI,0.7169,0.80
ASTM,2.16,2.56
ASUR,3.1699,3.50
ASURB.MX,68.700,76.680
ASW.V,0.07,0.055
ASWRF.PK,0.084,0.06
ASX,4.05,4.42
ASX.V,0.215,0.23
ASYI.OB,0.0199,0.006
ASYS,7.51,10.22
ASYTQ.PK,0.0058,0.0058
ASZP.PK,0.01,0.0021
AT,13.57,13.50
ATA,9.15,9.44
ATADF.PK,3.71,4.148
ATAI,8.55,9.86
ATAX,5.15,5.15
ATC,0.30,0.31
ATC.V,3.87,4.20
ATCS.OB,0.26,0.55
ATE,10.27,11.74
ATEA,2.49,3.09
ATEC,1.91,2.08
ATG.V,0.075,0.075
ATGFF.PK,25.2755,29.8136
ATGN.PK,0.68,0.35
ATGYF.PK,0.7209,1.0888
ATHN,56.03,52.91
ATHX,1.71,1.50
ATHYQ.PK,0.0001,0.0001
ATI,33.75,46.40
ATI.V,0.135,0.145
ATIG.PK,0.0023,0.003
ATK,53.49,58.08
ATK.V,0.055,0.055
ATLCF.PK,15.55,15.55
ATLCY.PK,15.13,19.34
ATLKY.PK,17.35,21.72
ATLO,15.28,18.42
ATLS,17.20,23.73
ATM.V,4.00,3.50
ATMI,15.28,20.40
ATML,7.45,10.56
ATNAF.OB,0.6617,0.76
ATNI,29.97,37.95
ATNY,3.62,3.67
ATPG,6.65,10.55
ATPT.PK,0.0001,0.0001
ATR,42.79,47.97
ATRC,9.69,11.16
ATRI,200.95,225.00
ATRM,1.26,1.21
ATRN,2.05,1.74
ATRO,27.89,30.40
ATROB.OB,28.00,30.25
ATSC,3.05,3.15
ATSG,3.87,5.54
ATT,26.4329,26.86
ATT.V,0.04,0.04
ATTD.OB,0.0013,0.0015
ATTH.OB,0.28,0.27
ATTUF.OB,0.58,0.69
ATU,18.40,22.50
ATUSF.PK,10.46,11.14
ATV,4.61,4.65
ATV.V,0.025,0.03
ATVI,11.95,13.39
ATW,31.98,42.74
ATWT.PK,0.0008,0.0008
ATX,11.21,12.16
ATX.V,0.65,0.54
AU,40.70,45.21
AU.V,0.215,0.27
AUA.V,0.54,0.54
AUBN,19.65,19.30
AUCAF.OB,0.205,0.29
AUDC,2.29,3.57
AUGT.OB,2.83,2.55
AUMN,7.04,7.01
AUN.V,0.62,0.75
AUNFF.PK,0.59,0.768
AUO,3.77,4.28
AUSI.OB,0.77,0.705
AUT.V,0.245,0.265
AUTC,8.01,0
AUTC.PK,0,20.25
AUTH,2.85,3.65
AUTLANB.MX,14.490,13.850
AUTO.OB,0.51,0.65
AUU.V,0.075,0.07
AUXL,14.49,15.56
AUXO.OB,0.90,0.99
AUY,13.40,14.97
AV,8.76,10.95
AVA,23.64,25.45
AVAV,27.73,33.03
AVB,110.78,133.69
AVC.V,1.00,1.00
AVCA,5.75,5.79
AVD,11.00,12.37
AVEO,14.53,16.06
AVF,23.03,24.22
AVG.V,0.25,0.25
AVGO,31.89,33.77
AVI.V,0.025,0.04
AVID,7.50,6.20
AVIFY.PK,3.93,4.15
AVII,0.98,0.98
AVIX.PK,0.0475,0.023
AVK,13.79,15.85
AVL,2.41,3.36
AVNDF.PK,3.973,5.466
AVNR,2.67,2.99
AVNW,2.28,2.05
AVOI.OB,0.08,0.0375
AVP,18.97,18.28
AVSR.PK,0.30,0.55
AVT,24.77,30.31
AVT.V,0.15,0.145
AVTI.PK,0.0001,0.0002
AVTR,7.74,9.50
AVU.V,0.255,0.35
AVX,11.45,13.41
AVX.V,0.04,0.045
AVXL.OB,1.40,1.94
AVY,23.97,26.60
AVZ.V,1.12,1.14
AVZAQ.PK,0.005,0.0061
AWBCQ.PK,0.016,0.01
AWC,5.49,6.16
AWCMF.PK,2.35,1.5703
AWF,12.88,14.63
AWH,51.60,58.10
AWI,33.46,42.59
AWK,29.27,30.53
AWNE.PK,0.0124,0.015
AWP,5.06,6.035
AWR,32.44,34.94
AWRE,2.45,2.96
AWRRF.PK,18.1569,19.5185
AWSR.OB,0.70,0.65
AWX,2.25,2.40
AXAHY.PK,12.45,16.15
AXAS,2.30,3.90
AXE,45.10,58.69
AXE.V,0.05,0.055
AXEN,47.65,60.39
AXFN,19.11,20.60
AXGC.PK,0.07,0.05
AXGN.OB,0,2.84
AXI.V,0.285,0.35
AXIH.OB,0.985,0.75
AXK,2.43,2.87
AXL,7.01,9.69
AXM.V,0.06,0.055
AXMIF.PK,0.0526,0.0518
AXN,0.27,0.40
AXP,43.48,50.62
AXPW.OB,0.49,0.48
AXR,7.2701,7.25
AXREF.OB,0.296,0.3066
AXS,25.32,31.35
AXSI.PK,0.08,0.03
AXSMF.PK,0.0523,0.0705
AXST.PK,0.18,0.165
AXTELCPO.MX,4.930,4.400
AXTI,4.61,4.70
AXU,6.42,7.66
AYA.V,2.30,2.25
AYI,33.97,46.30
AYN,13.95,13.59
AYR,8.83,12.13
AYSI.PK,0.92,0.95
AYT,47.35,48.68
AYYLF.PK,6.26,6.77
AZA.V,0.44,0.52
AZC,2.73,3.82
AZDDF.PK,0.1432,0.1155
AZK,5.00,5.70
AZM.V,0.85,0.96
AZN,43.86,47.91
AZN.V,0.03,0.03
AZNCF.PK,45.00,49.049
AZO,311.88,323.59
AZPN,14.67,17.34
AZU.V,0.055,0.055
AZX.V,0.11,0.12
AZZ,37.78,44.66
B,18.08,23.27
BAA,3.71,4.32
BAB,29.40,28.14
BABB.OB,0.65,0.54
BABS,58.33,54.09
BABY,8.81,8.60
BABZ,56.39,54.4399
BAC,5.53,6.83
BACHOCOB.MX,25.110,24.750
BAESF.PK,4.06,4.40
BAESY.PK,15.78,17.89
BAF,14.38,13.91
BAFARB.MX,17.000,17.050
BAGL,11.57,14.72
BAH,14.36,15.81
BAJFF.PK,0.682,0.9682
BAK,15.43,18.04
BAL,61.29,63.60
BALT,4.25,5.56
BAM,26.37,29.00
BAMM,2.25,2.22
BAMXF.PK,61.25,82.00
BANC,10.36,12.58
BANF,31.45,38.70
BANFP,26.50,25.21
BANR,12.23,17.57
BAP,90.11,108.78
BAR.V,0.80,0.98
BARI,41.97,43.60
BARZ.OB,0.20,0.20
BAS,13.14,18.34
BASI,1.27,1.40
BAT.V,2.18,2.34
BAX,53.68,54.98
BAYK.OB,3.20,3.00
BAYRY.PK,52.65,63.81
BAYZF.PK,51.58,64.75
BAZI.OB,0.071,0.08
BBBB,44.64,0.00
BBBC.OB,8.39,8.80
BBBI.OB,2.25,2.50
BBBY,55.26,61.84
BBD,14.41,18.20
BBEP,16.395,18.01
BBF,13.88,14.00
BBK,15.20,15.11
BBL,51.30,62.97
BBLU.OB,1.50,1.27
BBN,20.13,20.08
BBND,1.24,2.24
BBNK,9.66,11.03
BBOX,19.98,27.99
BBRG,15.75,19.43
BBS.V,0.01,0.01
BBSI,13.50,15.87
BBT,20.58,23.34
BBVA,7.63,9.04
BBVA.MX,106.000,120.000
BBW,4.66,6.55
BBX,0.54,2.39
BBXT,10.4992,11.00
BC,13.50,17.66
BCA,17.93,20.85
BCAR,0.5025,0.45
BCBP,9.15,9.75
BCDI.PK,0.15,0.15
BCDS,4.90,4.595
BCE,36.99,39.61
BCEKF.PK,3.608,3.95
BCF,9.99,11.84
BCG.V,0.095,0.105
BCH,66.63,81.09
BCLI.OB,0.323,0.279
BCLYF.PK,2.61,3.13
BCM,41.44,44.68
BCM.V,3.81,3.83
BCML.OB,6.45,6.75
BCN.V,0.40,0.425
BCO,21.85,27.79
BCOM,15.36,20.45
BCON,0.444,0.107
BCPC,35.20,36.87
BCR,84.66,85.95
BCRX,2.50,3.07
BCS,9.30,12.51
BCSB,11.75,11.60
BCSI,13.30,16.10
